,ID,full_name,first_apperance,description,image
1332,1011051,Strong Guy,16326,According to his own admission Guido was a nerdylooking kid in his early life bullied by other children but after he discovered his mutant ability at a young age when he was struck by a school bus no one bullied him again.,http://i.annihil.us/u/prod/marvel/i/mg/2/10/4c00322a3173c/portrait_incredible.jpg
1333,1009632,Stryfe,7374,Stryfe is the clone of Nathan Christopher Summers alias Cable the son of Cyclops of the XMen.,http://i.annihil.us/u/prod/marvel/i/mg/f/a0/527413b06270b/portrait_incredible.jpg
1334,1011225,Stryfe (Ultimate),null,null,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available/portrait_incredible.jpg
1335,1010791,Sub-Mariner,24371,Prince Namor is the halfhumanhalfAtlantean ruler of Atlantis.,http://i.annihil.us/u/prod/marvel/i/mg/3/b0/5245ef8c83126/portrait_incredible.jpg
1336,1009631,Sue Storm,null,null,http://i.annihil.us/u/prod/marvel/i/mg/6/a0/52695b9cd40b6/portrait_incredible.jpg
1337,1011212,Sugar Man,36499,The Sugar Man was in charge of the Seattle Core a slave camp that helped power North America during the Age of Apocalypse.,http://i.annihil.us/u/prod/marvel/i/mg/f/d0/527413a2480b5/portrait_incredible.jpg
1338,1009635,Sumo,18038,null,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available/portrait_incredible.jpg
1339,1009636,Sunfire,5844,Shiro Yoshidas mother was exposed to the atomic devastation of Hiroshima during World War II and died giving birth to him.,http://i.annihil.us/u/prod/marvel/i/mg/7/00/53629b9e24ef5/portrait_incredible.jpg
1340,1010981,Sunfire (Age of Apocalypse),32578,During the beginning of Apocalypses rise Magneto approached Japans greatest heroes Sunfire and the Silver Samurai and asked them to work with him and the XMen to stop Apocalypse.,http://i.annihil.us/u/prod/marvel/i/mg/6/40/53629baa391c6/portrait_incredible.jpg
1341,1009637,Sunset Bain,37802,null,http://i.annihil.us/u/prod/marvel/i/mg/c/10/4c003ab9ed7d6/portrait_incredible.jpg
1342,1009638,Sunspot,23645,Growing up in a wealthy Brazilian family Roberto da Costa was forging a career as a skilled soccer player until his mutant nature manifested during a match.,http://i.annihil.us/u/prod/marvel/i/mg/b/50/4c003ab716add/portrait_incredible.jpg
1344,1015280,Super Hero Squad,29775,null,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available/portrait_incredible.jpg
1345,1011022,Super-Adaptoid,17763,The SuperAdaptoid was created by the organization known as A.I.M. using a piece of the Cosmic Cube.,http://i.annihil.us/u/prod/marvel/i/mg/5/e0/4c00325af279c/portrait_incredible.jpg
1346,1009639,Super-Skrull,17271,After the Fantastic Four stopped the Skrulls attempted invasion of Earth Skrull Emperor Dorrek invested vast resources into creating a superbeing of his own.,http://i.annihil.us/u/prod/marvel/i/mg/9/b0/5274138fe6deb/portrait_incredible.jpg
1347,1011232,Supernaut,null,Sergeant Milo Fields was recruited for the Order and regained the use of his legs after his nervous system intermingled with that of Aralune.,http://i.annihil.us/u/prod/marvel/i/mg/5/90/4c002f048e0b6/portrait_incredible.jpg
1348,1011160,Supreme Intelligence,17556,The Supreme Intelligence is an organic computer construct created by the Kree to act as their supreme leader.,http://i.annihil.us/u/prod/marvel/i/mg/b/40/52b0d1eb0ca73/portrait_incredible.jpg
1349,1010695,Surge,39737,Prior to enrolling at the Xavier Institute Noriko Ashida lived on the street and was reliant on illegally obtained prescription drugs to reduce her highly accelerated mutant brain functions to a manageable rate.,http://i.annihil.us/u/prod/marvel/i/mg/2/d0/4c0038d51109f/portrait_incredible.jpg
1350,1011172,Susan Delgado,null,null,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available/portrait_incredible.jpg
1351,1011075,Swarm,5079,Fritz von Meyer was once a Nazi scientist the details of which remain unrevealed although it is known he had access to looted gold from countless European capitals to fund his research.,http://i.annihil.us/u/prod/marvel/i/mg/8/50/4c0030df47ab2/portrait_incredible.jpg
1352,1011017,Sway,null,Suzanne Chan saw her parents gunned down in front of her though she remained unscathed due to her manifesting mutant ability to stop time.,http://i.annihil.us/u/prod/marvel/i/mg/b/40/4c003266ccbab/portrait_incredible.jpg
1353,1009640,Switch,18057,null,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available/portrait_incredible.jpg
1354,1009641,Swordsman,17751,Andreas reappeared as the Swordsman in the latest incarnation of the Thunderbolts though his true identity was kept secret for some time.,http://i.annihil.us/u/prod/marvel/i/mg/a/40/535ff38904fff/portrait_incredible.jpg
1355,1010982,Swordsman (Jaques Duquesne),6970,When Clint Barton came to the Carson Carnival of Traveling Wonders the Swordsman became one of his mentors.,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available/portrait_incredible.jpg
1356,1009642,Sym,null,null,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available/portrait_incredible.jpg
1357,1009643,Synch,7456,Everett Thomas was a founding member of Generation X.,http://i.annihil.us/u/prod/marvel/i/mg/f/60/4c002e0305708/portrait_incredible.jpg
1358,1009644,T'Challa,null,null,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available/portrait_incredible.jpg
1359,1011042,Tag,2440,null,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available/portrait_incredible.jpg
1360,1009646,Talisman (Elizabeth Twoyoungmen),12725,Elizabeth Twoyoungmen was born in Calgary Alberta Canada the daughter of Michael Twoyoungman Shaman of the Canadian superhero team Alpha Flight.,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available/portrait_incredible.jpg
1361,1010753,Talkback (Chase Stein),null,Chase Stein is the son of mad scientists Victor and Janet Stein and is the tech genius of the Runaways.,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available/portrait_incredible.jpg
1362,1011395,Talon (Fraternity of Raptors),null,Falling to Earth wrapped in a ball of flame Talon crash landed next to the home of Chris Powell the young hero known as Darkhawk.,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available/portrait_incredible.jpg
1363,1011161,Talos,null,Born without the ability to shape shift like other Skrulls Talos became a savage fighter and a decorated military commander.,http://i.annihil.us/u/prod/marvel/i/mg/8/80/4c002f3ec91c0/portrait_incredible.jpg
1364,1011149,Tana Nile,11539,null,http://i.annihil.us/u/prod/marvel/i/mg/6/40/4c002f68816cd/portrait_incredible.jpg
1365,1010713,Tarantula (Luis Alvarez),16889,Alvarez replaced the original Tarantula after his death by the dictatorship Delvadian government.,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available/portrait_incredible.jpg
1366,1009647,Tarot,13822,null,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available/portrait_incredible.jpg
1367,1009648,Taskmaster,30885,Taskmaster first exhibited his unusual ability called photographic reflexes which allowed him to mimic the motion of anyone he saw when he was a young boy.,http://i.annihil.us/u/prod/marvel/i/mg/6/c0/526957dc0c27f/portrait_incredible.jpg
1368,1011115,Tattoo,null,null,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available/portrait_incredible.jpg
1369,1011000,Ted Forrester,null,null,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available/portrait_incredible.jpg
1370,1009650,Tempest,17506,null,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available/portrait_incredible.jpg
1371,1011162,Tenebrous,null,Tenebrous has existed in this universe since its infancy and was imprisoned in the planet Kyln after a battle with Galactus.,http://i.annihil.us/u/prod/marvel/i/mg/2/f0/4c002f3b92276/portrait_incredible.jpg
1372,1009651,Terrax,17754,Tyros was once the dictator of the city Lanlak on the planet Birj where his superhuman ability to command rocks and earth enabled him to overcome all resistance but his rule of Lanlak came to an end when he was sought by the worlddevouring Galactus to serve as his latest Herald.,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available/portrait_incredible.jpg
1373,1011034,Terror,null,In the distant past Terror battled a green bearlike demon that threatened early mankind sacrificing his own form to overcome it he was then cursed to wear its decayed form but gained its power.,http://i.annihil.us/u/prod/marvel/i/mg/2/80/4c0032410b8d8/portrait_incredible.jpg
1374,1010819,Texas Twister,15517,null,http://i.annihil.us/u/prod/marvel/i/mg/2/d0/4c0035e44d390/portrait_incredible.jpg
1375,1011003,Thaddeus Ross,37049,null,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available/portrait_incredible.jpg
1376,1009652,Thanos,12651,The Mad Titan Thanos a melancholy brooding individual consumed with the concept of death sought out personal power and increased strength endowing himself with cybernetic implants until he became more powerful than any of his brethren.,http://i.annihil.us/u/prod/marvel/i/mg/6/40/5274137e3e2cd/portrait_incredible.jpg
1377,1015004,Thanos (Ultimate),5792,null,http://i.annihil.us/u/prod/marvel/i/mg/5/c0/5317734cbc1d0/portrait_incredible.jpg
1378,1011083,The 198,null,null,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available/portrait_incredible.jpg
1379,1009653,The Anarchist,13405,null,http://i.annihil.us/u/prod/marvel/i/mg/1/60/4c003aacdeca9/portrait_incredible.jpg
1380,1009654,The Call,null,null,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available/portrait_incredible.jpg
1381,1010714,The Captain,null,null,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available/portrait_incredible.jpg
1382,1011294,The Enforcers,21323,null,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available/portrait_incredible.jpg
1383,1010728,The Executioner,null,null,http://i.annihil.us/u/prod/marvel/i/mg/e/d0/4ce5a2ab860be/portrait_incredible.jpg
1385,1009655,The Fallen,null,null,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available/portrait_incredible.jpg
1386,1011219,The Fury,null,null,http://i.annihil.us/u/prod/marvel/i/mg/5/c0/4c002f0d934b6/portrait_incredible.jpg
1387,1010359,The Hand,40209,null,http://i.annihil.us/u/prod/marvel/i/mg/3/b0/52bc82337d577/portrait_incredible.jpg
1388,1010715,The Hood,null,null,http://i.annihil.us/u/prod/marvel/i/mg/6/90/539a09a2863cf/portrait_incredible.jpg
1389,1011295,The Howling Commandos,56925,null,http://i.annihil.us/u/prod/marvel/i/mg/6/c0/4ce5a603588f5/portrait_incredible.jpg
1390,1014986,The Hunter,null,null,http://i.annihil.us/u/prod/marvel/i/mg/9/60/4cd05f86b27e1/portrait_incredible.jpg
1391,1010998,The Initiative,15869,null,http://i.annihil.us/u/prod/marvel/i/mg/9/90/52740ddd98c4b/portrait_incredible.jpg
1392,1017103,The Leader (HAS),null,What the Hulk has in strength the Leader has in brains. Hulks arch nemesis was affected by the same Gamma radiation that transformed Bruce Banner but instead of Hulkified muscles the Leader got a Hulkified head. Hes smart sinister and obsessed with destroying the Hulk,http://i.annihil.us/u/prod/marvel/i/mg/5/50/523215acd4a50/portrait_incredible.jpg
1393,1011216,The Liberteens,null,null,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available/portrait_incredible.jpg
1394,1011215,The Liberty Legion,null,null,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available/portrait_incredible.jpg
1396,1011018,The Order,16005,null,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available/portrait_incredible.jpg
1397,1009656,The Phantom,null,null,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available/portrait_incredible.jpg
1398,1009657,The Professor,14168,null,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available/portrait_incredible.jpg
1399,1011211,The Renegades,null,null,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available/portrait_incredible.jpg
1400,1011110,The Santerians,null,null,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available/portrait_incredible.jpg
1405,1011181,Thena,8813,Thena a second generation Eternal is the eldest daughter of Zuras leader of the Eternals of Earth and Cybele and although she has lived for more than  years she is still considered a young woman by Eternal standards.,http://i.annihil.us/u/prod/marvel/i/mg/8/a0/4c002f2a83a8c/portrait_incredible.jpg
1406,1009662,Thing,52,The radiation that mutated Reed Richards Sue Storm and Johnny Storm into superhuman beings had also mutated Ben Grimm transforming him into a grotesque rockhided strongman dubbed the Thing.,http://i.annihil.us/u/prod/marvel/i/mg/9/00/527bb4d36b5c2/portrait_incredible.jpg
1407,1017313,Thing (Marvel Heroes),null,null,http://i.annihil.us/u/prod/marvel/i/mg/6/20/5239be1a26d18/portrait_incredible.jpg
1408,1010983,Thing (Ultimate),23217,When the time came for Reed Richards to demonstrate his teleportation device his old friend Ben Grimm was invited to observe but the device malfunctioned and Ben woke up in Mexico City transformed into a rocky brutish Thing.,http://i.annihil.us/u/prod/marvel/i/mg/f/40/4c0032a542533/portrait_incredible.jpg
1409,1009664,Thor,30090,As the Norse God of thunder and lightning Thor wields one of the greatest weapons ever made the enchanted hammer Mjolnir. While others have described Thor as an overmuscled oafish imbecile hes quite smart and compassionate.  Hes selfassured and he would never ever stop fighting for a worthwhile cause.,http://i.annihil.us/u/prod/marvel/i/mg/d/d0/5269657a74350/portrait_incredible.jpg
1410,1017576,Thor (Goddess of Thunder),null,p class=BodyWhen the Odinson lost his ability to wield Mjolnir the role of Thor God of Thunder was left unoccupiedhellipalbeit for a short time. A mysterious female figure picked up the hammer with ease changing the inscription to fit her status as the Goddess of Thunder.p,http://i.annihil.us/u/prod/marvel/i/mg/4/10/545a857a38f92/portrait_incredible.jpg
1411,1017106,Thor (MAA),null,Thor is the Asgardian Prince of Thunder the son of Odin and the realms mightiest warrior. He loves the thrill of battle and is always eager to show off his power to the other Avengers especially the Hulk. Thors legendary Uru hammer Mjolnir gives him the power to control thunder and the ability to fly. Hes found a new home on Earth and will defend it as his own... even if he doesnt understand its sayings and customs.,http://i.annihil.us/u/prod/marvel/i/mg/2/03/52321948a51f2/portrait_incredible.jpg
1412,1017315,Thor (Marvel Heroes),null,null,http://i.annihil.us/u/prod/marvel/i/mg/c/20/5239be0b8ecd1/portrait_incredible.jpg
1413,1017328,Thor (Marvel War of Heroes),null,null,http://i.annihil.us/u/prod/marvel/i/mg/6/d0/5239bf547de26/portrait_incredible.jpg
1414,1017302,Thor (Marvel: Avengers Alliance),null,null,http://i.annihil.us/u/prod/marvel/i/mg/c/03/5239b58b84821/portrait_incredible.jpg
1415,1011025,Thor (Ultimate),1282,He claims he is the legendary Norse thunder deity Thor sent to Earth by his father Odin but official records say he is Thorlief Golmen who stole his scientist brother Gunnar Golmens supersoldier technology after suffering a nervous breakdown.,http://i.annihil.us/u/prod/marvel/i/mg/3/80/5317738e6dc12/portrait_incredible.jpg
1416,1010820,Thor Girl,17638,Tarene aware of her true nature as the Designate a being foretold to elevate all life to greatness sought adventure and using Thor as a template transformed herself into an Asgardian goddess and journeyed to Earth.,http://i.annihil.us/u/prod/marvel/i/mg/9/e0/526957cdcf6d1/portrait_incredible.jpg
1417,1010885,Thunderball,17496,Dr. Eliot Franklin was a geniuslevel physicist who was forced to turn to crime and helped form the Wrecking Crew alongside the Wrecker Bulldozer and Piledriver.,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available/portrait_incredible.jpg
1418,1009666,Thunderbird (John Proudstar),5844,An exceptionally strong and vigorous athlete in his youth John Proudstars mutant abilities first manifested when he wrestled a charging bison to save a young girl.,http://i.annihil.us/u/prod/marvel/i/mg/a/f0/4c003aa43b1ec/portrait_incredible.jpg
1419,1009667,Thunderbird (Neal Shaara),13734,Coming from an affluent family and the son of a Calcuttan police chief Indian national Neal Shaara has not been a follower of Charles Xaviers philosophies for long but appears to be one of their most dedicated supporters nonetheless.,http://i.annihil.us/u/prod/marvel/i/mg/b/c0/4c003aa0d9cf9/portrait_incredible.jpg
1420,1009668,Thunderbolt (Bill Carver),null,null,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available/portrait_incredible.jpg
1421,1014812,Thunderbolt Ross,7341,null,http://i.annihil.us/u/prod/marvel/i/mg/b/f0/4ce59e13db02c/portrait_incredible.jpg
1422,1010360,Thunderbolts,21931,After a battle with Onslaught left the world without the majority of the heroes that made it feel safe Baron Zemo devised a plan like no other in order to rule the world. Zemo gathered Beetle Fixer Goliath Moonstone and Screaming Mimi all former members of the Masters of Evil together to disguise themselves as a new heroic team in order to take advantage of the missing heroes and gain the trust of the authorities and public in general. ,http://i.annihil.us/u/prod/marvel/i/mg/b/a0/50fec50a26dc1/portrait_incredible.jpg
1423,1011304,Thundra,24053,Thundra was quite possibly her worlds greatest female specimens and as she won countless battles against the men she was revered as the Sisterhoods greatest hero.,http://i.annihil.us/u/prod/marvel/i/mg/c/80/4ce5a61df19e5/portrait_incredible.jpg
1424,1009669,Tiger Shark,29317,A champion Olympic swimmer Todd Arliss earned nearly half million dollars in advances for public exhibitions but his dreams came crashing down around him when he injured his back and legs while rescuing a man who had fallen overboard from a private craft sending Arliss into the arms of Dr. Lemuel Dorcas who used his morphotron which could imprint the genetic pattern of an animal onto a human turning Arliss into a superhuman amphibious creature.,http://i.annihil.us/u/prod/marvel/i/mg/9/10/4c003a9db2f77/portrait_incredible.jpg
1425,1011237,Tiger's Beautiful Daughter,17258,null,http://i.annihil.us/u/prod/marvel/i/mg/9/80/4ce5a59d27a81/portrait_incredible.jpg
1426,1009670,Tigra (Greer Nelson),17490,Although she was able to use the catshead amulet to change back to her human form Greer Nelson became so accustomed to and enamored of her feline form that she seldom made the transformation.,http://i.annihil.us/u/prod/marvel/i/mg/3/e0/526957bb909b3/portrait_incredible.jpg
1427,1010857,Timeslip,null,As a young child Rina Patel experienced visions of her future though she eventually learned to control this triggering visions of specific times and she realized she was swapping her consciousness across time.,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available/portrait_incredible.jpg
1428,1011345,Tinkerer,null,The Tinkerer is an ordinary man who has an extraordinary talent for anything mechanical.,http://i.annihil.us/u/prod/marvel/i/mg/b/60/4c002e3aaf52e/portrait_incredible.jpg
1429,1010669,Titania,36481,Despondent and hopeless after it was discovered that she was not in fact SpiderWoman Mary MacPherran encountered Doctor Doom who offered her a chance to become superpowered in exchange for joining his army to which Mary readily agreed and Doom transformed her into Titania.,http://i.annihil.us/u/prod/marvel/i/mg/1/20/526957a91a469/portrait_incredible.jpg
1430,1009672,Titanium Man (Topolov),12653,null,http://i.annihil.us/u/prod/marvel/i/mg/6/b0/528d368ab3f46/portrait_incredible.jpg
1431,1009673,Toad,6995,Britishborn Mortimer Toynbee abandoned by his parents so early in childhood that he cannot remember them was placed in an orphanage where the other children who regarded him as a freak due to his ugliness his unusual physique and his leaping ability continually tormented him.,http://i.annihil.us/u/prod/marvel/i/mg/e/f0/53ad8faa127fa/portrait_incredible.jpg
1432,1009674,Toad Men,9001,null,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available/portrait_incredible.jpg
1433,1011166,Tomas,null,null,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available/portrait_incredible.jpg
1434,1009675,Tombstone,30301,Known as Tombstone Lonnie Lincoln filed his teeth to points to add to his already intimidating image and honed his fighting skills in numerous street fights.,http://i.annihil.us/u/prod/marvel/i/mg/3/40/4c003a981c496/portrait_incredible.jpg
1435,1010328,Tomorrow Man,null,null,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available/portrait_incredible.jpg
1436,1009624,Tony Stark,null,null,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available/portrait_incredible.jpg
1437,1011309,Toro (Thomas Raymond),21247,As the Torch approached Toro his presence caused Toro to burst into flame like the Torch himself but while remaining unharmed causing the Torch to realize that Toro had the same powers that he himself did.,http://i.annihil.us/u/prod/marvel/i/mg/6/10/4e7a2165364ca/portrait_incredible.jpg
1438,1009676,Toxin,1910,NYPD Officer Patrick Mulligan was implanted with a symbiote offspring during a chance encounter with Carnage.,http://i.annihil.us/u/prod/marvel/i/mg/6/30/4c003a94e668a/portrait_incredible.jpg
1439,1009692,Toxin (Eddie Brock),13519,null,http://i.annihil.us/u/prod/marvel/i/mg/9/80/52bc827d4ed09/portrait_incredible.jpg
1440,1010822,Trauma,16162,Terrance Ward was drafted into the Initiative training program because of his telepathic and shapeshifting abilities.,http://i.annihil.us/u/prod/marvel/i/mg/a/00/528d367cdee38/portrait_incredible.jpg
1441,1010825,Triathlon,17567,After being exposed as a steroid user and stripped of his awards gifted sprinter Delroy Garrett Jr. sought new direction in the Triune Understanding a philosophical movement that preaches the fulfillment of ones innate potential by balancing various aspects of environment and self after which he developed a superhuman triplepowered physique and believing the Triune teachings had unlocked his latent powers Garrett became the costumed hero Triathlon and celebrity spokesman for the Triune Understanding.,http://i.annihil.us/u/prod/marvel/i/mg/9/b0/4c7c64195cbb9/portrait_incredible.jpg
1442,1009671,Trish Tilby,null,null,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available/portrait_incredible.jpg
1443,1010335,Triton,37287,Triton is a member of the Inhumans.,http://i.annihil.us/u/prod/marvel/i/mg/6/90/528d367108dfb/portrait_incredible.jpg
1444,1011352,True Believers,21575,null,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available/portrait_incredible.jpg
1445,1011047,Turbo,10084,As Turbo young journalist Michiko Musashi is the latest in a line of heroes who have worn the turbinepowered flying armor.,http://i.annihil.us/u/prod/marvel/i/mg/b/00/4c00322ddea0c/portrait_incredible.jpg
1446,1009678,Tusk,12285,null,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available/portrait_incredible.jpg
1447,1010852,Two-Gun Kid,10029,null,http://i.annihil.us/u/prod/marvel/i/mg/9/70/4ce5a390b929b/portrait_incredible.jpg
1448,1009679,Tyger Tiger,null,null,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available/portrait_incredible.jpg
1449,1010369,Typhoid Mary,29317,Typhoid Mary an enemy and former lover of Daredevil with psionic powers including telekinesis is also truly gravely mentally ill and not entirely responsible for her actions.,http://i.annihil.us/u/prod/marvel/i/mg/1/f0/4c00390aa2403/portrait_incredible.jpg
1450,1009680,Tyrannus,15572,null,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available/portrait_incredible.jpg
1451,1011315,U-Foes,null,null,http://i.annihil.us/u/prod/marvel/i/mg/8/a0/4c002e56c5cd1/portrait_incredible.jpg
1452,1009681,U-Go Girl,17961,After a failed attempt at starting an acting career Edie Sawyer turned to a life of crime until she learned of a new media savvy team of superhuman mutants named XForce and she decided to become a superhero.,http://i.annihil.us/u/prod/marvel/i/mg/8/a0/4c003a91d4fe1/portrait_incredible.jpg
1453,1009682,U.S. Agent,12642,With the end of the Vietnam War John Walker thought his dreams of becoming a war hero had also ended until he learned of the Power Broker who could give anyone superhuman powers which Walker used to first become SuperPatriot and later U.S. Agent.,http://i.annihil.us/u/prod/marvel/i/mg/c/90/535febe8b095a/portrait_incredible.jpg
1454,1009683,Uatu The Watcher,36952,Uatu grew so fond of the lifeforms he observed that he occasionally violated his vow of noninterference when Earths existence was threatened.,http://i.annihil.us/u/prod/marvel/i/mg/9/03/5274135912e8d/portrait_incredible.jpg
1455,1010358,Ulik,33861,Ulik was a Rock Troll from the realm known as Nornheim located underground within the dimension of Asgard.,http://i.annihil.us/u/prod/marvel/i/mg/3/c0/4d3f3b2078758/portrait_incredible.jpg
1456,1016825,Ultimate Spider-Man (USM),44528,"For the past year Peter Parker has been saving New York City from villains as the masked hero SpiderMan. Facing thugs and evil geniuses alike he learns how to balance heroics with homework and friends. Despite being a Super Hero Peter is very much an average yearold.  With the added responsibilities of being SpiderMan juggling all the aspects of his life will continually challenge him.                                                                 

When S.H.I.E.L.D. Director Nick Fury offers Peter the chance to raise his game and become THE ULTIMATE SPIDERMAN Midtown High becomes a secret operations base for SpiderMan and other young heroes under the watchful eye of Fury and the schools new principal Agent Coulson. ",http://i.annihil.us/u/prod/marvel/i/mg/2/50/5232171a451bb/portrait_incredible.jpg
1457,1010803,Ultimates,1282,null,http://i.annihil.us/u/prod/marvel/i/mg/2/04/4dd2e7ded884f/portrait_incredible.jpg
1458,1009684,Ultimatum,36972,null,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available/portrait_incredible.jpg
1459,1011311,Ultimo,null,Ultimo was a robotic construct that was developed several thousand years ago on an unknown world which the Mandarin eventually discovered and claimed as his own creation.,http://i.annihil.us/u/prod/marvel/i/mg/5/50/4c002e5d2432b/portrait_incredible.jpg
1460,1011125,Ultra-Adaptoid,17236,null,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available/portrait_incredible.jpg
1461,1010847,Ultragirl (Earth-93060),27544,null,http://i.annihil.us/u/prod/marvel/i/mg/4/30/5269579e423ed/portrait_incredible.jpg
1462,1009685,Ultron,29317,Arguably the greatest and certainly the most horrific creation of scientific genius Dr. Henry Pym Ultron is a criminally insane rogue sentient robot dedicated to conquest and the extermination of humanity.,http://i.annihil.us/u/prod/marvel/i/mg/3/70/5261a838e93c0/portrait_incredible.jpg
1463,1009686,Umar,20168,Umar and her sibling Dormammu gathered matter to themselves to increase their power a practice anathema to their fellow Faltine who consider energy to be superior to matter.,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available/portrait_incredible.jpg
1464,1010862,Unicorn,9613,Milos Masaryk a Soviet intelligence agent assigned as a security guard for Anton Vanko a Soviet inventor who developed the Crimson Dynamo armor was tasked by the Soviet government to retrieve Vanko after he defected to the United States.,http://i.annihil.us/u/prod/marvel/i/mg/b/40/4c0035bc1dcf1/portrait_incredible.jpg
1465,1010985,Union Jack (Brian Falsworth),24549,Imprisoned in Germany during WWII Brian Falsworth shared a cell with a German scientist who had tried to recreate the supersoldier serum but didnt want it to fall into Nazi hands so he gave his only sample to Brian who gained enhanced strength speed stamina and reflexes.,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available/portrait_incredible.jpg
1466,1010696,Union Jack (Joseph Chapman),4326,Joey Chapman the new Union Jack continued to fight evil both alone and as a member of the Knights of Pendragon and the new Invaders.,http://i.annihil.us/u/prod/marvel/i/mg/3/40/4c0038d27694a/portrait_incredible.jpg
1467,1010984,Union Jack (Montgomery Falsworth),8466,During World War I Lord Montgomery Falsworth was recruited by the British army to become one of the first public superhero champions Union Jack.,http://i.annihil.us/u/prod/marvel/i/mg/2/10/4c0032a211f54/portrait_incredible.jpg
1468,1009687,Unus,23249,Angelo Unuscione is a mutant whose powers did not surface until adolescence when he first used them as a school bully and later as a small time criminal before immigrating to America and using his ability to create a virtually impenetrable force field around himself to launch a career as a flamboyant invincible costumed wrestler known by the stage name of Unus the Untouchable.,http://i.annihil.us/u/prod/marvel/i/mg/6/00/4c003a847f5d2/portrait_incredible.jpg
1469,1010987,Unus (Age of Apocalypse),null,Unus worked for Apocalypse and was sent into Old New York City to search for any remaining humans there and to kill them.,http://i.annihil.us/u/prod/marvel/i/mg/6/c0/536165c7d94ae/portrait_incredible.jpg
1470,1010988,Unus (House of M),null,Unus is an agent for the House of M royal family.,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available/portrait_incredible.jpg
1471,1010986,Unus (Ultimate),null,Unus worked with the Brotherhood of Mutants and with Magneto directly projecting Magnetos image to allow him to converse with Charles Xavier without a facetoface meeting.,http://i.annihil.us/u/prod/marvel/i/mg/f/60/4c002e0305708/portrait_incredible.jpg
1472,1009525,Valeria Richards,39019,null,http://i.annihil.us/u/prod/marvel/i/mg/3/60/4d541255f088a/portrait_incredible.jpg
1473,1010350,Valkyrie (Samantha Parrington),7016,Amora magically transformed Samantha Parrington into a raging manhating facsimile of the Asgardian warrior goddess Brunnhilde the Valkyrie whose form and might Amora could replicate at will having trapped Brunnhildes soul in a mystical crystal centuries earlier.,http://i.annihil.us/u/prod/marvel/i/mg/c/00/535fed8a3a00f/portrait_incredible.jpg
1474,1011239,Valkyrie (Ultimate),null,null,http://i.annihil.us/u/prod/marvel/i/mg/4/20/53177396dc74f/portrait_incredible.jpg
