character,ability_type
Byrrah (Earth-616),Superhuman_Speed
Cairbre (Earth-616),Superhuman_Speed
Caliban (Earth-616),Superhuman_Speed
Callisto (Earth-616),Superhuman_Speed
Calvin Rankin (Earth-616),Superhuman_Speed
Captain (Nextwave) (Earth-616),Superhuman_Speed
Captain Zolandia (Earth-616),Superhuman_Speed
Carl Blake (Earth-616),Superhuman_Speed
Carl Denti (Earth-616),Superhuman_Speed
Carl King (Earth-616),Superhuman_Speed
Carlos deSilva (Earth-616),Superhuman_Speed
Carlos LaMuerto (Earth-616),Superhuman_Speed
Carolyn Trainer (Earth-616),Superhuman_Speed
Carver (Morlock) (Earth-616),Superhuman_Speed
Cecilia Cardinale (Earth-616),Superhuman_Speed
Celia Ricadonna (Earth-616),Superhuman_Speed
Ch'od (Earth-616),Superhuman_Speed
Ch'od (War Skrull) (Earth-616),Superhuman_Speed
Charles Chandler (Earth-616),Superhuman_Speed
Chiantang (Earth-616),Superhuman_Speed
Chon Li (Earth-616),Superhuman_Speed
Ch'od (War Skrull) (Earth-616),Superhuman_Speed
Charles Chandler (Earth-616),Superhuman_Speed
Chiantang (Earth-616),Superhuman_Speed
Chon Li (Earth-616),Superhuman_Speed
Chons (Earth-616),Superhuman_Speed
Christine Cord (Earth-616),Superhuman_Speed
Chtylok (Earth-616),Superhuman_Speed
Cindy Moon (Earth-616),Superhuman_Speed
Claire Voyant (Earth-616),Superhuman_Speed
Cleavon Twain (Earth-616),Superhuman_Speed
Cletus Kasady (Earth-616),Superhuman_Speed
Clifton Shallot (Earth-616),Superhuman_Speed
Clinton McIntyre (Earth-616),Superhuman_Speed
Cloud (Earth-616),Superhuman_Speed
Colin Hume (Earth-616),Superhuman_Speed
Cornfed (Earth-616),Superhuman_Speed
Corvus Glaive (Earth-616),Superhuman_Speed
Cr'reee (Earth-616),Superhuman_Speed
Criti Noll (Clone) (Earth-616),Superhuman_Speed
Cru (Earth-616),Superhuman_Speed
Cul Borson (Earth-616),Superhuman_Speed
Curtis Carr (Earth-616),Superhuman_Speed
Curtis Connors (Earth-616),Superhuman_Speed
Dagny Forrester (Earth-616),Superhuman_Speed
Dallas Gibson (Earth-616),Superhuman_Speed
Dam-Ayido Wede (Earth-616),Superhuman_Speed
Damon Ryder (Earth-616),Superhuman_Speed
Dania (Earth-616),Superhuman_Speed
Daniel Berkhart (Earth-616),Superhuman_Speed
Daniel Ketch (Earth-616),Superhuman_Speed
Daniel Rose (Earth-616),Superhuman_Speed
Dark-Crawler (Earth-616),Superhuman_Speed
Darren Mitchell (Earth-616),Superhuman_Speed
David Breyer (Earth-616),Superhuman_Speed
David Cannon (Earth-616),Superhuman_Speed
David Lowell (Earth-616),Superhuman_Speed
David Rand (Earth-616),Superhuman_Speed
Ddraig Goch (Earth-616),Superhuman_Speed
Deacon Frost (Earth-616),Superhuman_Speed
Dead Girl (Moonbeam) (Earth-616),Superhuman_Speed
Deathwatch (Earth-616),Superhuman_Speed
Deimne (Earth-616),Superhuman_Speed
Delilah Dearborn (Earth-616),Superhuman_Speed
Delroy Garrett Jr. (Earth-616),Superhuman_Speed
Demogoblin (Earth-616),Superhuman_Speed
Deuce (Earth-616),Superhuman_Speed
Devos (Earth-616),Superhuman_Speed
Diablo (Monster) (Earth-616),Superhuman_Speed
Digger (Vegas Thirteen) (Earth-616),Superhuman_Speed
Dinah Soar (Earth-616),Superhuman_Speed
Doctor Sun (Earth-616),Superhuman_Speed
Dogma (Earth-616),Superhuman_Speed
Donald Clendenon (Earth-616),Superhuman_Speed
Donald Gill (Earth-616),Superhuman_Speed
Donald Pierce (Earth-616),Superhuman_Speed
Doombringer (Earth-616),Superhuman_Speed
Doomsday Man (Earth-616),Superhuman_Speed
Doreen Green (Earth-616),Superhuman_Speed
Dorma (Earth-616),Superhuman_Speed
Dorrek VIII (Earth-616),Superhuman_Speed
Doug Taggert (Earth-616),Superhuman_Speed
Douglas Carmody (Earth-616),Superhuman_Speed
Draconis (Earth-616),Superhuman_Speed
Dragon Man (Earth-616),Superhuman_Speed
Dragon of the Moon (Earth-616),Superhuman_Speed
Drake Shannon (Earth-616),Superhuman_Speed
Dreamstalker (Earth-616),Superhuman_Speed
Drew Daniels (Earth-616),Superhuman_Speed
Drive (Earth-616),Superhuman_Speed
Droom (Earth-616),Superhuman_Speed
Druig (Earth-616),Superhuman_Speed
Duncan Vess (Earth-616),Superhuman_Speed
Duntumbla (Earth-616),Superhuman_Speed
Duvid Fortunov (Earth-616),Superhuman_Speed
Dwayne Taylor (Earth-616),Superhuman_Speed
Dynamic Man (Earth-616),Superhuman_Speed
Ebenezer Laughton (Earth-616),Superhuman_Speed
Ector (Earth-616),Superhuman_Speed
Edith Harker (Earth-616),Superhuman_Speed
Edward Lansky (Earth-616),Superhuman_Speed
Edward Whelan (Earth-616),Superhuman_Speed
Eimin Worthington (Earth-616),Superhuman_Speed
Electron (Imperial Guard) (Earth-616),Superhuman_Speed
Elendil (Earth-616),Superhuman_Speed
Elias Schleigal (Earth-616),Superhuman_Speed
Eliot Franklin (Clown) (Earth-616),Superhuman_Speed
Eliphas (Earth-616),Superhuman_Speed
Elizabeth Bondi (Earth-616),Superhuman_Speed
Elizabeth Ross (Earth-616),Superhuman_Speed
Elizabeth Twoyoungmen (Earth-616),Superhuman_Speed
Elvin Haliday (Earth-616),Superhuman_Speed
Elysius (Earth-616),Superhuman_Speed
Emil Blonsky (Earth-616),Superhuman_Speed
Eric Kleinstock (Earth-616),Superhuman_Speed
Eric Masterson (Earth-616),Superhuman_Speed
Eric Savin (Earth-616),Superhuman_Speed
Eros (Olympian) (Earth-616),Superhuman_Speed
Eshu (Earth-616),Superhuman_Speed
Esteban Carracus (Earth-616),Superhuman_Speed
Eugene Judd (Earth-616),Superhuman_Speed
Eugene Patilio (Earth-616),Superhuman_Speed
Eye Killers (Earth-616),Superhuman_Speed
Eyekillers (Earth-616),Superhuman_Speed
Ezekiel Sims (Earth-616),Superhuman_Speed
Ezekiel Stane (Earth-616),Superhuman_Speed
Fang (Imperial Guard) (Earth-616),Superhuman_Speed
Fat Cobra (Earth-616),Superhuman_Speed
Fear (Dark Man) (Earth-616),Superhuman_Speed
Felicia Hardy (Earth-616),Superhuman_Speed
Fen (Earth-616),Superhuman_Speed
Fera (Earth-616),Superhuman_Speed
Figillulli (Earth-616),Superhuman_Speed
Flagstone (Earth-616),Superhuman_Speed
Flexo (Earth-616),Superhuman_Speed
Flying Tiger (Earth-616),Superhuman_Speed
Fooferah (Earth-616),Superhuman_Speed
Frances Barrison (Earth-616),Superhuman_Speed
Francis Fanny (Earth-616),Superhuman_Speed
Frank Bigelow (Earth-616),Superhuman_Speed
Frank Bohannan (Earth-616),Superhuman_Speed
Frank Simpson (Earth-616),Superhuman_Speed
Frederick Myers (Earth-616),Superhuman_Speed
Friedrich von Roehm (Earth-616),Superhuman_Speed
Fritz von Meyer (Earth-616),Superhuman_Speed
Fuel (Earth-616),Superhuman_Speed
Gabriel Stacy (Earth-616),Superhuman_Speed
Gabriel Summers (Earth-616),Superhuman_Speed
Gali (Earth-616),Superhuman_Speed
Garrison Kane (Earth-616),Superhuman_Speed
"Gary Wilton, Jr. (Earth-616)",Superhuman_Speed
Gazer (Earth-616),Superhuman_Speed
Gennady Gavrilov (Earth-616),Superhuman_Speed
George Smith (Earth-616),Superhuman_Speed
Gilpetperdon (Earth-616),Superhuman_Speed
Gitche Manitou (Earth-616),Superhuman_Speed
Godstorm (Earth-616),Superhuman_Speed
Gorgilla (Earth-616),Superhuman_Speed
Gorgon Petragon (Earth-616),Superhuman_Speed
Gormuu (Earth-616),Superhuman_Speed
George Smith (Earth-616),Superhuman_Speed
Gilpetperdon (Earth-616),Superhuman_Speed
Gitche Manitou (Earth-616),Superhuman_Speed
Godstorm (Earth-616),Superhuman_Speed
Gorgilla (Earth-616),Superhuman_Speed
Gorgon Petragon (Earth-616),Superhuman_Speed
Gormuu (Earth-616),Superhuman_Speed
Gothic Lolita (Earth-616),Superhuman_Speed
Grannz (Earth-616),Superhuman_Speed
Grasshopper (Skrull) (Earth-616),Superhuman_Speed
Grasshopper (Unnamed) (Earth-616),Superhuman_Speed
Greer Grant (Earth-616),Superhuman_Speed
Gregori Larionov (Earth-616),Superhuman_Speed
Gremlin (Synthezoid) (Earth-616),Superhuman_Speed
Griffin Gogol (Earth-616),Superhuman_Speed
Grigori Sovchenko (Earth-616),Superhuman_Speed
Grom (Earth-616),Superhuman_Speed
Groot (Earth-616),Superhuman_Speed
Gulliver Jones (Earth-616),Superhuman_Speed
Gzoom (Earth-616),Superhuman_Speed
Hadad (Earth-616),Superhuman_Speed
Hannibal King (Earth-616),Superhuman_Speed
Hans (Sinister) (Earth-616),Superhuman_Speed
Harald Jaekelsson (Earth-616),Superhuman_Speed
Hardball (Imperial Guard) (Earth-616),Superhuman_Speed
Harlan Kleinstock (Earth-616),Superhuman_Speed
Harold Harold (Earth-616),Superhuman_Speed
Harold Kane (Earth-616),Superhuman_Speed
Harold Osborn (Earth-616),Superhuman_Speed
Haroun ibn Sallah al-Rashid (Earth-616),Superhuman_Speed
Harrow (Earth-616),Superhuman_Speed
Haruo Tsuburaya (Earth-616),Superhuman_Speed
Harvester (Assassin) (Earth-616),Superhuman_Speed
Harvey Elder (Earth-616),Superhuman_Speed
Hathor-Sekhmet (Earth-616),Superhuman_Speed
Heather Cameron (Earth-616),Superhuman_Speed
Heather Douglas (Earth-616),Superhuman_Speed
Heather McNeil (Earth-616),Superhuman_Speed
Hebe Panhellenios (Earth-616),Superhuman_Speed
Hector Ayala (Earth-616),Superhuman_Speed
Heimdall (Earth-616),Superhuman_Speed
Hela (Earth-616),Superhuman_Speed
Helleyes (Earth-616),Superhuman_Speed
Henry Akai (Earth-616),Superhuman_Speed
Henry Camp (Earth-616),Superhuman_Speed
Henry Hayes (Earth-616),Superhuman_Speed
Henry Hellrung (Earth-616),Superhuman_Speed
Henry McCoy (Earth-616),Superhuman_Speed
Henry McCoy (X-Beast) (Earth-616),Superhuman_Speed
Henry Pym (Earth-616),Superhuman_Speed
Hephaestus Aetnaeus (Earth-616),Superhuman_Speed
Hera Argeia (Earth-616),Superhuman_Speed
Hermes Diaktoros (Earth-616),Superhuman_Speed
Hermod Odinson (Earth-616),Superhuman_Speed
Hippolyta (Earth-616),Superhuman_Speed
Hit-Monkey (Earth-616),Superhuman_Speed
Hobgoblin (Imperial Guard) (Earth-616),Superhuman_Speed
Hobgoblin (Secret War) (Earth-616),Superhuman_Speed
Hollowpoint Ninja (Earth-616),Superhuman_Speed
Homebrew (Earth-616),Superhuman_Speed
Hope Summers (Earth-616),Superhuman_Speed
Horde (Alien Mutant) (Earth-616),Superhuman_Speed
Horus (Deity) (Earth-616),Superhuman_Speed
Hrimhari (Earth-616),Superhuman_Speed
Hugin (Earth-616),Superhuman_Speed
Human Torch (Android) (Earth-616),Superhuman_Speed
Humberto Lopez (Earth-616),Superhuman_Speed
Huyenneyuh (Earth-616),Superhuman_Speed
Iann-23 (Earth-616),Superhuman_Speed
Iguana (Earth-616),Superhuman_Speed
Ilya Koblev (Earth-616),Superhuman_Speed
Imdugud (Earth-616),Superhuman_Speed
Inanna (Earth-616),Superhuman_Speed
Inari (Earth-616),Superhuman_Speed
Interloper (Earth-616),Superhuman_Speed
Invader-1 (Earth-616),Superhuman_Speed
Ioakim Koblev (Earth-616),Superhuman_Speed
Isaac Christians (Earth-616),Superhuman_Speed
Isabel Kane (Earth-616),Superhuman_Speed
Ishiro Tsuburaya (Earth-616),Superhuman_Speed
Issa Koblev (Earth-616),Superhuman_Speed
It the Living Colossus (Earth-616),Superhuman_Speed
Ixar (Earth-616),Superhuman_Speed
Izanagi-No-Mikoto (Earth-616),Superhuman_Speed
Jack Frost (Earth-616),Superhuman_Speed
Jack Russell (Earth-616),Superhuman_Speed
Jack Truman (Earth-616),Superhuman_Speed
Jackson Arvad (Earth-616),Superhuman_Speed
Jackson Weele (Earth-616),Superhuman_Speed
Jakar (Earth-616),Superhuman_Speed
James Proudstar (Earth-616),Superhuman_Speed
James Sanders (Earth-616),Superhuman_Speed
James Santini (Earth-616),Superhuman_Speed
James Wa (Earth-616),Superhuman_Speed
Janet van Dyne (Earth-616),Superhuman_Speed
Janice Lincoln (Earth-616),Superhuman_Speed
Janice Yanizeski (Earth-616),Superhuman_Speed
Janos Quested (Earth-616),Superhuman_Speed
Janus Tepes (Earth-616),Superhuman_Speed
Jason Macendale Jr. (Earth-616),Superhuman_Speed
Jason Strongbow (Earth-616),Superhuman_Speed
Jean Grey (Earth-616),Superhuman_Speed
Janice Yanizeski (Earth-616),Superhuman_Speed
Janos Quested (Earth-616),Superhuman_Speed
Janus Tepes (Earth-616),Superhuman_Speed
Jason Macendale Jr. (Earth-616),Superhuman_Speed
Jason Strongbow (Earth-616),Superhuman_Speed
Jean Grey (Earth-616),Superhuman_Speed
Jebediah Fate (Earth-616),Superhuman_Speed
Jeff Wilde (Earth-616),Superhuman_Speed
Jefferson Archer (Earth-616),Superhuman_Speed
Jennifer Walters (Earth-616),Superhuman_Speed
Jenny (Dead Girl) (Earth-616),Superhuman_Speed
Jeremy Swimming-Bear (Earth-616),Superhuman_Speed
Jericho Drumm (Earth-616),Superhuman_Speed
Jerome Beechman (Earth-616),Superhuman_Speed
Jessica Drew (Earth-616),Superhuman_Speed
Jessica Jones (Earth-616),Superhuman_Speed
Jillian Woods (Earth-616),Superhuman_Speed
Joanna Cargill (Earth-616),Superhuman_Speed
Joaquin Pennysworth (Earth-616),Superhuman_Speed
Johann Shmidt (Earth-616),Superhuman_Speed
John Aman (Earth-616),Superhuman_Speed
John Falsworth (Earth-616),Superhuman_Speed
John Horton (Earth-616),Superhuman_Speed
John Jonah Jameson III (Earth-616),Superhuman_Speed
John Proudstar (Earth-616),Superhuman_Speed
John Walker (Earth-616),Superhuman_Speed
Johnathon Blaze (Earth-616),Superhuman_Speed
Johnathon Gallo (Earth-616),Superhuman_Speed
Jon Kasiya (Earth-616),Superhuman_Speed
Jonathan Bryant (Digitek) (Earth-616),Superhuman_Speed
Jonathan Clay (Earth-616),Superhuman_Speed
Jonathan Garrett (Earth-616),Superhuman_Speed
Jonathan Swift (Earth-616),Superhuman_Speed
Joseph Cartelli (Earth-616),Superhuman_Speed
Joseph Manfredi (Earth-616),Superhuman_Speed
Joseph Timms (Earth-616),Superhuman_Speed
Josephine Pulaski (Earth-616),Superhuman_Speed
Joshua Guthrie (Earth-616),Superhuman_Speed
Jubilation Lee (Earth-616),Superhuman_Speed
Julia Cornwall (Earth-616),Superhuman_Speed
Julian Keller (Earth-616),Superhuman_Speed
Julie Power (Earth-616),Superhuman_Speed
Julius Mullarkey (Earth-616),Superhuman_Speed
Kallark (Earth-616),Superhuman_Speed
Kamala Khan (Earth-616),Superhuman_Speed
Karima Shapandar (Earth-616),Superhuman_Speed
Karl Lykos (Earth-616),Superhuman_Speed
Karl Mordo (Earth-616),Superhuman_Speed
Karla Sofen (Earth-616),Superhuman_Speed
Karnilla (Earth-616),Superhuman_Speed
Karolina Dean (Earth-616),Superhuman_Speed
Katherine Waynesboro (Earth-616),Superhuman_Speed
Keith Kraft (Earth-616),Superhuman_Speed
Kenneth Crichton (Earth-616),Superhuman_Speed
Kerwin Korman (Earth-616),Superhuman_Speed
Kevin Leonardo (Earth-616),Superhuman_Speed
Kevin MacTaggert (Earth-616),Superhuman_Speed
Kevin Plunder (Earth-616),Superhuman_Speed
Kevin Trench (Earth-616),Superhuman_Speed
Khufor (Earth-616),Superhuman_Speed
Kiana (Earth-616),Superhuman_Speed
Kimura (Earth-616),Superhuman_Speed
Kirov Petrovna (Earth-616),Superhuman_Speed
Kiskillilla (Earth-616),Superhuman_Speed
Klaus Voorhees (Earth-616),Superhuman_Speed
Korath-Thak (Earth-616),Superhuman_Speed
Krakoa (Earth-616),Superhuman_Speed
Krang (Earth-616),Superhuman_Speed
Kthara (Earth-616),Superhuman_Speed
Kubark (Earth-616),Superhuman_Speed
Kukulkan (Earth-616),Superhuman_Speed
Kurt Wagner (Earth-616),Superhuman_Speed
Kwaku Anansi (Earth-616),Superhuman_Speed
Kyle Gibney (Earth-616),Superhuman_Speed
Kyle Richmond (Earth-616),Superhuman_Speed
Kyllian Boddicker (Earth-616),Superhuman_Speed
Laslo Pevely (Earth-616),Superhuman_Speed
Laura Kinney (Earth-616),Superhuman_Speed
Lavinia LeBlanc (Earth-616),Superhuman_Speed
Lawrence Young (Earth-616),Superhuman_Speed
Laynia Petrovna (Earth-616),Superhuman_Speed
Le Vent (Earth-616),Superhuman_Speed
Leiko Tanaka (Earth-616),Superhuman_Speed
Leila Davis (Earth-616),Superhuman_Speed
Leir (Earth-616),Superhuman_Speed
Leland Owlsley (Earth-616),Superhuman_Speed
Leonard Samson (Earth-616),Superhuman_Speed
Lianda (Earth-616),Superhuman_Speed
Lilith Drake (Earth-616),Superhuman_Speed
Lily Cromwell (Earth-616),Superhuman_Speed
Lily Hollister (Earth-616),Superhuman_Speed
Llan (Earth-616),Superhuman_Speed
Lloyd Bloch (Earth-616),Superhuman_Speed
Llyron McKenzie (Earth-616),Superhuman_Speed
Lockheed (Earth-616),Superhuman_Speed
Loki Laufeyson (Earth-616),Superhuman_Speed
Loki Laufeyson (Ikol) (Earth-616),Superhuman_Speed
Loki Laufeyson (Kid Loki) (Earth-616),Superhuman_Speed
Lonnie Lincoln (Earth-616),Superhuman_Speed
Lord Ruthven (Earth-616),Superhuman_Speed
Lucas Brand (Earth-616),Superhuman_Speed
Lucas Cross (Earth-616),Superhuman_Speed
Lucia Callasantos (Earth-616),Superhuman_Speed
Lucifer (Lightbearer) (Earth-616),Superhuman_Speed
Lucy Westenra (Earth-616),Superhuman_Speed
Luis Barrett (Earth-616),Superhuman_Speed
Luke Carlyle (Earth-616),Superhuman_Speed
Luminous (Earth-616),Superhuman_Speed
Luther Robinson (Earth-616),Superhuman_Speed
Lyle Dekker (Earth-616),Superhuman_Speed
Lynne Harris (Earth-616),Superhuman_Speed
Lynx (Earth-616),Superhuman_Speed
Luis Barrett (Earth-616),Superhuman_Speed
Luke Carlyle (Earth-616),Superhuman_Speed
Luminous (Earth-616),Superhuman_Speed
Luther Robinson (Earth-616),Superhuman_Speed
Lyle Dekker (Earth-616),Superhuman_Speed
Lynne Harris (Earth-616),Superhuman_Speed
Lynx (Earth-616),Superhuman_Speed
M'Baku (Earth-616),Superhuman_Speed
M-11 (Earth-616),Superhuman_Speed
MacDonald Gargan (Earth-616),Superhuman_Speed
Madeleine Michaels (Earth-616),Superhuman_Speed
Madeline Joyce (Earth-616),Superhuman_Speed
Magar the Mystic (Earth-616),Superhuman_Speed
Maggott (Japheth) (Earth-616),Superhuman_Speed
Makkari (Earth-616),Superhuman_Speed
Malcolm Murphy (Earth-616),Superhuman_Speed
Mallen (Earth-616),Superhuman_Speed
Man-Beast (Earth-616),Superhuman_Speed
Mandarin (Earth-616),Superhuman_Speed
Manta (Earth-616),Superhuman_Speed
Manticore (Earth-616),Superhuman_Speed
Marc Devlin (Earth-616),Superhuman_Speed
Marco Delgado (Earth-616),Superhuman_Speed
Marcus Daniels (Earth-616),Superhuman_Speed
Marduk Kurios (Earth-616),Superhuman_Speed
Maria Callasantos (Earth-616),Superhuman_Speed
Maria de Guadalupe Santiago (Earth-616),Superhuman_Speed
Marian Pouncy (Earth-616),Superhuman_Speed
Markus Ettlinger (Earth-616),Superhuman_Speed
Martha Franklin (Earth-616),Superhuman_Speed
Martin Fletcher (Earth-616),Superhuman_Speed
Martin Simon Burns (Earth-616),Superhuman_Speed
Marvex the Super-Robot (Earth-616),Superhuman_Speed
Mastermind (Computer) (Earth-616),Superhuman_Speed
Maximus (Earth-616),Superhuman_Speed
Maximus Lobo (Earth-616),Superhuman_Speed
Megan Gwynn (Earth-616),Superhuman_Speed
Meifeng (Earth-616),Superhuman_Speed
Melissa Gold (Earth-616),Superhuman_Speed
Mephisto (Earth-616),Superhuman_Speed
Meranno (Earth-616),Superhuman_Speed
Michael Badilino (Earth-616),Superhuman_Speed
Michael Collins (Earth-616),Superhuman_Speed
Michael Hart (Earth-616),Superhuman_Speed
Michael Morbius (Earth-616),Superhuman_Speed
Michael O'Brien (Earth-616),Superhuman_Speed
Mikhail Ursus (Earth-616),Superhuman_Speed
Milos Masaryk (Earth-616),Superhuman_Speed
Minn-Erva (Earth-616),Superhuman_Speed
Miranda Leevald (Earth-616),Superhuman_Speed
Mister Negative (Earth-616),Superhuman_Speed
Miximixim (Earth-616),Superhuman_Speed
Momenta (Earth-616),Superhuman_Speed
Monet St. Croix (Earth-616),Superhuman_Speed
Monica Rambeau (Earth-616),Superhuman_Speed
Monkey Joe (Earth-616),Superhuman_Speed
Monstro the Mighty (Earth-616),Superhuman_Speed
Morg (Earth-616),Superhuman_Speed
Morris Bench (Earth-616),Superhuman_Speed
Mort Graves (Earth-616),Superhuman_Speed
Mortimer Toynbee (Earth-616),Superhuman_Speed
Morwen (Earth-616),Superhuman_Speed
Munin (Earth-616),Superhuman_Speed
Muro (Earth-616),Superhuman_Speed
N'Astirh (Earth-616),Superhuman_Speed
Nagala (Earth-616),Superhuman_Speed
Namor McKenzie (Earth-616),Superhuman_Speed
Namor McKenzie (Onslaught Reborn) (Earth-616),Superhuman_Speed
Namorita Prentiss (Earth-616),Superhuman_Speed
Nanny (Orphan-Maker Partner) (Earth-616),Superhuman_Speed
Narya (Earth-616),Superhuman_Speed
Nathan Dolly (Earth-616),Superhuman_Speed
Nathan Lemon (Earth-616),Superhuman_Speed
Nathaniel Essex (Earth-616),Superhuman_Speed
Native (Earth-616),Superhuman_Speed
Nebulon (Earth-616),Superhuman_Speed
Neil Shelton (Earth-616),Superhuman_Speed
Neutron (Imperial Guard) (Earth-616),Superhuman_Speed
Nicholas Bordia (Earth-616),Superhuman_Speed
Nicholas Fury (LMD) (Earth-616),Superhuman_Speed
Nicholas Gleason (Earth-616),Superhuman_Speed
Niels (Earth-616),Superhuman_Speed
Night Flyer (Earth-616),Superhuman_Speed
Nightside (Earth-616),Superhuman_Speed
Nikolai Krylenko (Earth-616),Superhuman_Speed
Nimrod (Vampire) (Earth-616),Superhuman_Speed
Nina Price (Earth-616),Superhuman_Speed
Nobilus (Earth-616),Superhuman_Speed
Nocturne (Earth-616),Superhuman_Speed
Noriko Ashida (Earth-616),Superhuman_Speed
Norman Osborn (Earth-616),Superhuman_Speed
Normie (Earth-616),Superhuman_Speed
Nox (Nyx) (Earth-616),Superhuman_Speed
Null the Living Darkness (Earth-616),Superhuman_Speed
Number Nine (Earth-616),Superhuman_Speed
Obadiah Stane (Earth-616),Superhuman_Speed
Oberon (Earth-616),Superhuman_Speed
Occulus (Earth-616),Superhuman_Speed
Old Lace (Earth-616),Superhuman_Speed
Olinka Barankova (Earth-616),Superhuman_Speed
Onslaught (Psychic Entity) (Earth-616),Superhuman_Speed
Oort (Earth-616),Superhuman_Speed
Oracle (Sybil) (Earth-616),Superhuman_Speed
Ord (Breakworld) (Earth-616),Superhuman_Speed
Orka (Earth-616),Superhuman_Speed
Ororo Munroe (Earth-616),Superhuman_Speed
Orphan-Maker (Peter) (Earth-616),Superhuman_Speed
Osinga Rplss (Earth-616),Superhuman_Speed
Osiris (Earth-616),Superhuman_Speed
Otto Octavius (Earth-616),Superhuman_Speed
Owayodata (Earth-616),Superhuman_Speed
Owen Reece (Earth-616),Superhuman_Speed
Paibok (Earth-616),Superhuman_Speed
Paige Guthrie (Earth-616),Superhuman_Speed
Paladin (Earth-616),Superhuman_Speed
Paradox (Strange) (Earth-616),Superhuman_Speed
Patrick Mulligan (Earth-616),Superhuman_Speed
Paul Cartier (Earth-616),Superhuman_Speed
Paxton Page (Earth-616),Superhuman_Speed
Pele (Oceanic Goddess) (Earth-616),Superhuman_Speed
Percy & Barton Grimes (Earth-616),Superhuman_Speed
Perun (Earth-616),Superhuman_Speed
Paladin (Earth-616),Superhuman_Speed
Paradox (Strange) (Earth-616),Superhuman_Speed
Patrick Mulligan (Earth-616),Superhuman_Speed
Paul Cartier (Earth-616),Superhuman_Speed
Paxton Page (Earth-616),Superhuman_Speed
Pele (Oceanic Goddess) (Earth-616),Superhuman_Speed
Percy & Barton Grimes (Earth-616),Superhuman_Speed
Perun (Earth-616),Superhuman_Speed
Peter Parker (Ben Reilly) (Earth-616),Superhuman_Speed
Peter Parker (Earth-616),Superhuman_Speed
Peter Parker (Kaine) (Earth-616),Superhuman_Speed
Peter Parker (Spidercide) (Earth-616),Superhuman_Speed
Peter van Zante (Earth-616),Superhuman_Speed
Philip Wing (Earth-616),Superhuman_Speed
Phillip Urich (Earth-616),Superhuman_Speed
Phoebus Apollo (Earth-616),Superhuman_Speed
Phyla-Vell (Earth-616),Superhuman_Speed
Pierre Fresson (Earth-616),Superhuman_Speed
Pietro Maximoff (Clone) (Earth-616),Superhuman_Speed
Pietro Maximoff (Earth-616),Superhuman_Speed
Pink Lady (Earth-616),Superhuman_Speed
Piranha (Earth-616),Superhuman_Speed
Pixie (First Line) (Earth-616),Superhuman_Speed
Plazm (Earth-616),Superhuman_Speed
Pluto (Earth-616),Superhuman_Speed
Poseidon Aegaeus (Earth-616),Superhuman_Speed
Praxagora (Earth-616),Superhuman_Speed
Prester John (Johann) (Earth-616),Superhuman_Speed
Preyy (Earth-616),Superhuman_Speed
Priapus (Earth-616),Superhuman_Speed
Psycho-Man (Earth-616),Superhuman_Speed
Psyklop (Earth-616),Superhuman_Speed
Qnax (Earth-616),Superhuman_Speed
Quetzalcoatl (Earth-616),Superhuman_Speed
Quicksand (Earth-616),Superhuman_Speed
Rachel Argosy (Earth-616),Superhuman_Speed
Rachel Leighton (LMD) (Earth-616),Superhuman_Speed
Rachel van Helsing (Earth-616),Superhuman_Speed
Rafael Carago (Earth-616),Superhuman_Speed
Rahne Sinclair (Earth-616),Superhuman_Speed
Raizo Kodo (Earth-616),Superhuman_Speed
Ramrod (Cyborg) (Earth-616),Superhuman_Speed
Randau (Earth-616),Superhuman_Speed
Raniero Drago (Earth-616),Superhuman_Speed
Ravenous (Earth-616),Superhuman_Speed
Red Raven (Liberty Legion) (Earth-616),Superhuman_Speed
Redford Raven (Earth-616),Superhuman_Speed
Redwing (Earth-616),Superhuman_Speed
Replica Model X-3 (Earth-616),Superhuman_Speed
Reptyl (Earth-616),Superhuman_Speed
Rhino (Kraven) (Earth-616),Superhuman_Speed
Richard Deacon (Earth-616),Superhuman_Speed
Richard Dennison (Earth-616),Superhuman_Speed
Richard Gilmore (Earth-616),Superhuman_Speed
Richard Palance (Earth-616),Superhuman_Speed
Richard Rider (Earth-616),Superhuman_Speed
Rita DeMara (Earth-616),Superhuman_Speed
River Verys (Earth-616),Superhuman_Speed
Robbie Rodriguez (Earth-616),Superhuman_Speed
Robert Baldwin (Earth-616),Superhuman_Speed
Robert Baxter (Earth-616),Superhuman_Speed
Robert Bruce Banner (Onslaught Reborn) (Earth-616),Superhuman_Speed
Robert Drake (Earth-616),Superhuman_Speed
Robert Farrell (Earth-616),Superhuman_Speed
Robert Frank (Earth-616),Superhuman_Speed
Robert Frank Jr. (Earth-616),Superhuman_Speed
Robert Hunter (Earth-616),Superhuman_Speed
Robert Reynolds (Earth-616),Superhuman_Speed
Roberta (Earth-616),Superhuman_Speed
Roberto da Costa (Earth-616),Superhuman_Speed
Roberto da Costa (Reignfire) (Earth-616),Superhuman_Speed
Roderick Kingsley (Earth-616),Superhuman_Speed
Roger Norvell (Earth-616),Superhuman_Speed
Rogue (Anna Marie) (Earth-616),Superhuman_Speed
Roland Burroughs (Earth-616),Superhuman_Speed
Romulus (Earth-616),Superhuman_Speed
Ronan (Earth-616),Superhuman_Speed
Roughouse (Earth-616),Superhuman_Speed
