character,ability_type
James Howlett (Earth-TRN417),Superhuman_Strength
James Howlett (Earth-TRN517),Superhuman_Strength
James Howlett (Earth-TRN533),Superhuman_Strength
James Howlett (Mojoverse),Superhuman_Strength
James Howlett (Onslaught Reborn) (Earth-616),Superhuman_Strength
James Hudson Jr. (Earth-1610),Superhuman_Strength
James Madrox (Cortex) (Earth-616),Superhuman_Strength
Jarko Grimwood (Earth-26320),Superhuman_Strength
Jazinda Kl'rt-Spawn (Earth-616),Superhuman_Strength
Jennifer LeBeau (Earth-9602),Superhuman_Strength
Jennifer Walters (Earth-20051),Superhuman_Strength
Jennifer Walters (Earth-616),Superhuman_Strength
Jennifer Walters (Earth-91119),Superhuman_Strength
Jenny (Dead Girl) (Earth-616),Superhuman_Strength
Johann Schmidt (Earth-12041),Superhuman_Strength
Johann Shmidt (Earth-59662),Superhuman_Strength
John Eisenhart (Earth-928),Superhuman_Strength
John Falsworth (Earth-616),Superhuman_Strength
John Greycrow (Earth-161),Superhuman_Strength
John Greycrow (Earth-616),Superhuman_Strength
"John Howlett, Jr. (Earth-4011)",Superhuman_Strength
John Jonah Jameson III (Earth-616),Superhuman_Strength
John Jones (Earth-9602),Superhuman_Strength
Johnathon Blaze (Earth-616),Superhuman_Strength
Johnathon Blaze (Earth-91119),Superhuman_Strength
Jolen (Earth-616),Superhuman_Strength
Jonathan Garrett (Earth-616),Superhuman_Strength
Jonathan Hart (Earth-616),Superhuman_Strength
Jonathan Martin (Earth-93060),Superhuman_Strength
Jonathan Richards (Earth-967),Superhuman_Strength
Joshua Foley (Earth-616),Superhuman_Strength
Joshua Guthrie (Earth-616),Superhuman_Strength
Jubilation Lee (Earth-13729),Superhuman_Strength
Jubilation Lee (Earth-616),Superhuman_Strength
Julia Cornwall (Earth-616),Superhuman_Strength
Kallark (Earth-616),Superhuman_Strength
Karima Shapandar (Earth-616),Superhuman_Strength
Kendall Logan (Earth-9811),Superhuman_Strength
Kenji Uedo (Earth-11022),Superhuman_Strength
Kenji Uedo (Earth-616),Superhuman_Strength
Kevin Green (Earth-93060),Superhuman_Strength
Techno-Organic Hybrids,Techno-Organic_Virus
Vi-Locks,Techno-Organic_Virus
Adrian Toomes (Earth-8545),Techno-Organic_Virus
Armageddon (Earth-2182),Techno-Organic_Virus
Benjamin Grimm (Earth-8545),Techno-Organic_Virus
Blackagar Boltagon (Earth-8545),Techno-Organic_Virus
Brian Braddock (Earth-8545),Techno-Organic_Virus
Buford Wilson (Earth-TRN345),Techno-Organic_Virus
Bullseye (Lester) (Earth-8545),Techno-Organic_Virus
Cain Marko (Earth-8545),Techno-Organic_Virus
Cameron Hodge (Earth-616),Techno-Organic_Virus
Cameron Hodge (Earth-92131),Techno-Organic_Virus
Cameron Hodge (Earth-BWXP),Techno-Organic_Virus
Carl Creel (Earth-8545),Techno-Organic_Virus
Carol Danvers (Earth-8041),Techno-Organic_Virus
Chi-Chee (Earth-616),Techno-Organic_Virus
Clinton Barton (Earth-8545),Techno-Organic_Virus
Cyberlock (Earth-84309),Techno-Organic_Virus
Donald Pierce (Earth-616),Techno-Organic_Virus
Douglas Ramsey (Earth-11326),Techno-Organic_Virus
Douglas Ramsey (Earth-811),Techno-Organic_Virus
Douglas Ramsey (Earth-8545),Techno-Organic_Virus
Eliphas (Earth-616),Techno-Organic_Virus
Emil Blonsky (Earth-8545),Techno-Organic_Virus
Emissary (Earth-928),Techno-Organic_Virus
En Sabah Nur (Earth-10197),Techno-Organic_Virus
En Sabah Nur (Earth-1100),Techno-Organic_Virus
En Sabah Nur (Earth-11052),Techno-Organic_Virus
En Sabah Nur (Earth-1298),Techno-Organic_Virus
En Sabah Nur (Earth-13393),Techno-Organic_Virus
En Sabah Nur (Earth-2182),Techno-Organic_Virus
En Sabah Nur (Earth-21993),Techno-Organic_Virus
En Sabah Nur (Earth-295),Techno-Organic_Virus
En Sabah Nur (Earth-30847),Techno-Organic_Virus
En Sabah Nur (Earth-32098),Techno-Organic_Virus
En Sabah Nur (Earth-41001),Techno-Organic_Virus
En Sabah Nur (Earth-4935),Techno-Organic_Virus
En Sabah Nur (Earth-5701),Techno-Organic_Virus
En Sabah Nur (Earth-58163),Techno-Organic_Virus
En Sabah Nur (Earth-616),Techno-Organic_Virus
En Sabah Nur (Earth-691),Techno-Organic_Virus
En Sabah Nur (Earth-77995),Techno-Organic_Virus
En Sabah Nur (Earth-7964),Techno-Organic_Virus
En Sabah Nur (Earth-80521),Techno-Organic_Virus
En Sabah Nur (Earth-807128),Techno-Organic_Virus
En Sabah Nur (Earth-8096),Techno-Organic_Virus
En Sabah Nur (Earth-92131),Techno-Organic_Virus
Esperanza Ling (Earth-616),Techno-Organic_Virus
Fabian Marechal-Julbin (Earth-TRN345),Techno-Organic_Virus
Forge (Earth-8545),Techno-Organic_Virus
Gaunt (Earth-29283),Techno-Organic_Virus
Gaveedra Seven (Earth-41001),Techno-Organic_Virus
Graydon Creed (Earth-616),Techno-Organic_Virus
Guy Smith (Earth-8545),Techno-Organic_Virus
Haroun ibn Sallah al-Rashid (Earth-TRN345),Techno-Organic_Virus
James Howlett (Earth-8545),Techno-Organic_Virus
James Proudstar (Earth-41001),Techno-Organic_Virus
Janet van Dyne (Earth-8545),Techno-Organic_Virus
Jean-Paul Beaubier (Earth-8545),Techno-Organic_Virus
Jeanne-Marie Beaubier (Earth-8545),Techno-Organic_Virus
Jennifer Stavros (Earth-TRN345),Techno-Organic_Virus
Jennifer Walters (Earth-8545),Techno-Organic_Virus
Jonathan Storm (Earth-8545),Techno-Organic_Virus
Jubilation Lee (Earth-8545),Techno-Organic_Virus
Karl Lykos (Earth-8545),Techno-Organic_Virus
Kevin Tremain (Earth-616),Techno-Organic_Virus
Kurt Wagner (Earth-8545),Techno-Organic_Virus
Leper Queen (Earth-616),Techno-Organic_Virus
Leper Queen (Earth-95313),Techno-Organic_Virus
Luther Manning (Earth-8545),Techno-Organic_Virus
MacDonald Gargan (Earth-8545),Techno-Organic_Virus
Maggott (Japheth) (Earth-616),Techno-Organic_Virus
Magus (Technarch) (Earth-616),Techno-Organic_Virus
Marc Spector (Earth-8545),Techno-Organic_Virus
Marie-Ange Colbert (Earth-TRN345),Techno-Organic_Virus
Medusalith Amaquelin (Earth-8545),Techno-Organic_Virus
N'Astirh (Earth-616),Techno-Organic_Virus
Natalia Romanova (Earth-8545),Techno-Organic_Virus
Nathan Summers (Earth-21993),Techno-Organic_Virus
Nathan Summers (Earth-32000),Techno-Organic_Virus
Nathan Summers (Earth-32098),Techno-Organic_Virus
Nathan Summers (Earth-41001),Techno-Organic_Virus
Nathan Summers (Earth-42466),Techno-Organic_Virus
Nathan Summers (Earth-58162),Techno-Organic_Virus
Nathan Summers (Earth-616),Techno-Organic_Virus
Nathan Summers (Earth-91119),Techno-Organic_Virus
Nathan Summers (Earth-9997),Techno-Organic_Virus
Nathan Summers (Stryfe) (Earth-9806),Techno-Organic_Virus
Nathaniel Grey (Earth-9997),Techno-Organic_Virus
Norman Osborn (Earth-8545),Techno-Organic_Virus
Paradigm (Earth-616),Techno-Organic_Virus
Peter Parker (Earth-8545),Techno-Organic_Virus
Pietro Maximoff (Earth-8545),Techno-Organic_Virus
Prosh (Earth-616),Techno-Organic_Virus
Reed Richards (Earth-8545),Techno-Organic_Virus
Remy LeBeau (Earth-8545),Techno-Organic_Virus
Rita DeMara (Earth-8545),Techno-Organic_Virus
Robert Bruce Banner (Earth-8545),Techno-Organic_Virus
Rogue (Anna Marie) (Earth-8545),Techno-Organic_Virus
S'ym (Earth-616),Techno-Organic_Virus
Samuel Wilson (Earth-8545),Techno-Organic_Virus
Scott Summers (Earth-8545),Techno-Organic_Virus
Selene Gallio (Earth-8591),Techno-Organic_Virus
Sharon Smith (Earth-TRN345),Techno-Organic_Virus
Simon Locke (Earth-BWXP),Techno-Organic_Virus
Stephen Strange (Earth-8545),Techno-Organic_Virus
Steven Lang (Earth-616),Techno-Organic_Virus
Steven Rogers (Earth-8545),Techno-Organic_Virus
T'Challa (Earth-8545),Techno-Organic_Virus
Technarx (Heroes Reborn) (Earth-616),Techno-Organic_Virus
Tyro (Earth-616),Techno-Organic_Virus
Vi-Locks,Techno-Organic_Virus
Victor Creed (Earth-8545),Techno-Organic_Virus
Victor von Doom (Earth-8545),Techno-Organic_Virus
Vision (Earth-8545),Techno-Organic_Virus
Vlad Dracula (Earth-8545),Techno-Organic_Virus
Vokech (Earth-616),Techno-Organic_Virus
Wanda Maximoff (Earth-8545),Techno-Organic_Virus
Warlock (Earth-161),Techno-Organic_Virus
Warlock (Earth-2182),Techno-Organic_Virus
Warlock (Earth-21993),Techno-Organic_Virus
Warlock (Earth-8101),Techno-Organic_Virus
Warlock (Earth-8280),Techno-Organic_Virus
Warlock (Earth-8545),Techno-Organic_Virus
Warlock (Earth-89112),Techno-Organic_Virus
Warlock (Earth-92131),Techno-Organic_Virus
Warlock (Technarch) (Earth-13017),Techno-Organic_Virus
Warlock (Technarch) (Earth-61112),Techno-Organic_Virus
Warlock (Technarch) (Earth-616),Techno-Organic_Virus
Warlock (Technarch) (Earth-89721),Techno-Organic_Virus
Warlock (Technarch) (Earth-9151),Techno-Organic_Virus
Warlock (Technarch) (Earth-BWXP),Techno-Organic_Virus
Warlock (Technarch) (Earth-TRN344),Techno-Organic_Virus
Warlock (Technarch) (Earth-TRN345),Techno-Organic_Virus
Warren Worthington III (Earth-616),Techno-Organic_Virus
Warren Worthington III (Earth-BWXP),Techno-Organic_Virus
Wire (Wyatt) (Earth-928),Techno-Organic_Virus
Absolon Mercator (Earth-616),Technopaths
Adam Blackveil (Earth-616),Technopaths
Adrian Toomes (Earth-8545),Technopaths
Annie Wagner (Earth-928),Technopaths
Anthony (Brain tumor) (Earth-1610),Technopaths
Anthony Stark (Earth-616),Technopaths
Anthony Stark (Earth-904913),Technopaths
Antonio Stark (Earth-1610),Technopaths
Arcade (Earth-12041),Technopaths
Arnim Zola (Earth-12131),Technopaths
Arnold Sutton (Earth-712),Technopaths
Bastion (Earth-TRN064),Technopaths
Baymax (Earth-616),Technopaths
Benjamin Grimm (Earth-8545),Technopaths
Blackagar Boltagon (Earth-8545),Technopaths
Brian Braddock (Earth-8545),Technopaths
Broadband (Earth-616),Technopaths
Bullseye (Lester) (Earth-8545),Technopaths
Cain Marko (Earth-8545),Technopaths
Carl Creel (Earth-8545),Technopaths
Charles Amundson (Earth-616),Technopaths
Clare Gruler (Earth-616),Technopaths
Clinton Barton (Earth-8545),Technopaths
Cryptomnesia (Earth-616),Technopaths
Danger (Earth-10710),Technopaths
Danger (Earth-42221),Technopaths
Danger (Earth-616),Technopaths
David Bond (Earth-616),Technopaths
David Bond (Earth-TRN533),Technopaths
Dimitrios (Earth-616),Technopaths
Doctor Goodwrench (Earth-616),Technopaths
Doctor Sun (Earth-616),Technopaths
Douglas Ramsey (Earth-11326),Technopaths
Douglas Ramsey (Earth-616),Technopaths
Douglas Ramsey (Earth-8545),Technopaths
Douglas Ramsey (Earth-BWXP),Technopaths
Dynamic Man (Earth-616),Technopaths
Eileen Harsaw (Earth-616),Technopaths
Emil Blonsky (Earth-8545),Technopaths
En Sabah Nur (Earth-616),Technopaths
Evangelina Rivera (Earth-616),Technopaths
Farouk Al-Fasaud (Earth-616),Technopaths
Fiona Rivera (Earth-616),Technopaths
Forge (Earth-8545),Technopaths
Francisco Milan (Earth-616),Technopaths
Gabriel Hess (Earth-928),Technopaths
Garabed Bashur (Earth-1610),Technopaths
Garabed Bashur (Earth-616),Technopaths
Garrison Kane (Earth-616),Technopaths
Gavrel Achter (Earth-616),Technopaths
George Tarleton (Earth-12041),Technopaths
Godfrey Calthrop (Earth-616),Technopaths
Guy Smith (Earth-8545),Technopaths
Hard-Drive (Earth-616),Technopaths
Herbert Wyndham (Earth-616),Technopaths
Hope Summers (Earth-616),Technopaths
Hubartes Plutaris (Earth-616),Technopaths
James Howlett (Earth-8545),Technopaths
Janet van Dyne (Earth-8545),Technopaths
Jat Vor-Thrul (Earth-616),Technopaths
Jean-Paul Beaubier (Earth-8545),Technopaths
Jeanne-Marie Beaubier (Earth-8545),Technopaths
Jennifer Swann (Earth-555),Technopaths
Jennifer Walters (Earth-8545),Technopaths
Johann Shmidt (Earth-59662),Technopaths
John Greycrow (Earth-161),Technopaths
John Greycrow (Earth-616),Technopaths
Jonathan Bryant (Digitek) (Earth-616),Technopaths
Jonathan Storm (Earth-8545),Technopaths
Jubilation Lee (Earth-8545),Technopaths
Julius Mullarkey (Earth-616),Technopaths
Karima Shapandar (Earth-616),Technopaths
Karl Lykos (Earth-8545),Technopaths
Katy & Timothy Bashir (Earth-616),Technopaths
Kenji Uedo (Earth-11022),Technopaths
Kenji Uedo (Earth-616),Technopaths
Kurt Wagner (Earth-8545),Technopaths
Luther Manning (Earth-8545),Technopaths
MacDonald Gargan (Earth-8545),Technopaths
Madison Jeffries (Earth-616),Technopaths
Marc Spector (Earth-8545),Technopaths
Medusalith Amaquelin (Earth-8545),Technopaths
MeMe (Mutant) (Earth-616),Technopaths
Mercedes Knight (Earth-616),Technopaths
Michael Collins (Earth-616),Technopaths
Mortimer Octavius (Earth-9602),Technopaths
Natalia Romanova (Earth-1610),Technopaths
Natalia Romanova (Earth-8545),Technopaths
Nathan Beame (Earth-616),Technopaths
Nathan Summers (Earth-42466),Technopaths
Nathan Summers (Earth-616),Technopaths
Nathan Summers (Earth-91119),Technopaths
Nathan Summers (Stryfe) (Earth-4935),Technopaths
Nil (Earth-616),Technopaths
Niles Cable (Earth-9602),Technopaths
Niles Dayspring (Earth-9602),Technopaths
Norman Osborn (Earth-8545),Technopaths
Onslaught (Psychic Entity) (Earth-616),Technopaths
Otto Octavius (Doctor Octopus) (Earth-13121),Technopaths
Otto Octavius (Earth-10995),Technopaths
Otto Octavius (Earth-12131),Technopaths
Otto Octavius (Earth-13017),Technopaths
Otto Octavius (Earth-13122),Technopaths
Otto Octavius (Earth-14702),Technopaths
Otto Octavius (Earth-200507),Technopaths
Otto Octavius (Earth-20051),Technopaths
Otto Octavius (Earth-21101),Technopaths
Otto Octavius (Earth-2149),Technopaths
Otto Octavius (Earth-24133),Technopaths
Otto Octavius (Earth-27536),Technopaths
Otto Octavius (Earth-29007),Technopaths
Otto Octavius (Earth-29180),Technopaths
Otto Octavius (Earth-312500),Technopaths
Otto Octavius (Earth-33629),Technopaths
Otto Octavius (Earth-35125),Technopaths
Otto Octavius (Earth-50302),Technopaths
Otto Octavius (Earth-50358),Technopaths
Otto Octavius (Earth-57780),Technopaths
Otto Octavius (Earth-58942),Technopaths
Otto Octavius (Earth-602636),Technopaths
Otto Octavius (Earth-61112),Technopaths
Otto Octavius (Earth-6799),Technopaths
Otto Octavius (Earth-70237),Technopaths
Otto Octavius (Earth-71002),Technopaths
Otto Octavius (Earth-751263),Technopaths
Otto Octavius (Earth-77013),Technopaths
Otto Octavius (Earth-80219),Technopaths
Otto Octavius (Earth-807128),Technopaths
Otto Octavius (Earth-8107),Technopaths
Otto Octavius (Earth-82805),Technopaths
Otto Octavius (Earth-84341),Technopaths
Otto Octavius (Earth-89721),Technopaths
Otto Octavius (Earth-90251),Technopaths
Otto Octavius (Earth-91101),Technopaths
Otto Octavius (Earth-91119),Technopaths
Otto Octavius (Earth-91126),Technopaths
Otto Octavius (Earth-92100),Technopaths
Otto Octavius (Earth-92131),Technopaths
Otto Octavius (Earth-93070),Technopaths
Otto Octavius (Earth-95022),Technopaths
Otto Octavius (Earth-96282),Technopaths
Otto Octavius (Earth-97899),Technopaths
Otto Octavius (Earth-98121),Technopaths
Otto Octavius (Earth-989192),Technopaths
Otto Octavius (Earth-99062),Technopaths
Otto Octavius (Earth-BW16),Technopaths
Otto Octavius (Earth-TRN006),Technopaths
Otto Octavius (Earth-TRN012),Technopaths
Otto Octavius (Earth-TRN018),Technopaths
Otto Octavius (Earth-TRN022),Technopaths
Otto Octavius (Earth-TRN034),Technopaths
Otto Octavius (Earth-TRN125),Technopaths
Otto Octavius (Earth-TRN135),Technopaths
Otto Octavius (Earth-TRN246),Technopaths
Otto Octavius (Earth-TRN251),Technopaths
Otto Octavius (Earth-TRN258),Technopaths
Otto Octavius (Earth-TRN419),Technopaths
Otto Octavius (Earth-TRN445),Technopaths
Otto Octavius (Earth-TRN459),Technopaths
Otto Octavius (Earth-TRN461),Technopaths
Overdrive (Earth-616),Technopaths
Owen Backes (Earth-616),Technopaths
Paradigm (Earth-616),Technopaths
Peter Parker (Earth-8545),Technopaths
Pietro Maximoff (Earth-8545),Technopaths
Professor Squid (Earth-20007),Technopaths
Prosh (Earth-616),Technopaths
Quasi-Motivational Destruct Organism (Earth-616),Technopaths
Raani Jatwinder (Earth-616),Technopaths
Reanimator (Earth-616),Technopaths
Reed Richards (Earth-8545),Technopaths
Remy LeBeau (Earth-8545),Technopaths
Richard Rennsalaer (Earth-616),Technopaths
Richard Rider (Earth-616),Technopaths
Richard Rider (Earth-91119),Technopaths
Rita DeMara (Earth-8545),Technopaths
Robert Bruce Banner (Earth-8545),Technopaths
Rogue (Anna Marie) (Earth-8545),Technopaths
Saboteur (Earth-616),Technopaths
Samuel Saxon (Earth-616),Technopaths
Samuel Wilson (Earth-8545),Technopaths
Sarah Vale (Earth-616),Technopaths
Scorn (Klyntar) (Earth-616),Technopaths
Scott Summers (Earth-8545),Technopaths
Serena Patel (Earth-928),Technopaths
Seth Vale (Earth-1610),Technopaths
Shakti Haddad (Earth-928),Technopaths
Stellaris (Earth-616),Technopaths
Stephen Strange (Earth-8545),Technopaths
Steven Rogers (Earth-8545),Technopaths
Sylvius (Earth-616),Technopaths
T'Challa (Earth-8545),Technopaths
Takeshi Matsuya (Earth-616),Technopaths
Tanis Nieves (Earth-616),Technopaths
Ultron (Earth-616),Technopaths
Unit (Earth-616),Technopaths
Hannibal King (Earth-616),Technopaths
Hans (Sinister) (Earth-616),Technopaths
Harold Osborn (Earth-1610),Technopaths
Hebe Panhellenios (Earth-616),Technopaths
Hector (Pantheon) (Earth-616),Technopaths
Heimdall (Earth-616),Technopaths
Hela (Earth-616),Technopaths
Hellverine (Earth-616),Technopaths
Henri Huang (Earth-928),Technopaths
Henry Logan (Earth-9602),Technopaths
Henry McCoy (Earth-1031),Technopaths
Henry McCoy (Earth-10330),Technopaths
Henry McCoy (Earth-1036),Technopaths
Henry McCoy (Earth-1038),Technopaths
Henry McCoy (Earth-12),Technopaths
Henry McCoy (Earth-1298),Technopaths
Henry McCoy (Earth-15104),Technopaths
Henry McCoy (Earth-161),Technopaths
Henry McCoy (Earth-1610),Technopaths
Henry McCoy (Earth-20051),Technopaths
Henry McCoy (Earth-2122),Technopaths
Henry McCoy (Earth-21993),Technopaths
Henry McCoy (Earth-295),Technopaths
Henry McCoy (Earth-398),Technopaths
Henry McCoy (Earth-4321),Technopaths
Henry McCoy (Earth-5113),Technopaths
Henry McCoy (Earth-523002),Technopaths
Henry McCoy (Earth-5692),Technopaths
Henry McCoy (Earth-70105),Technopaths
Henry McCoy (Earth-721),Technopaths
Henry McCoy (Earth-763),Technopaths
Henry McCoy (Earth-77995),Technopaths
Henry McCoy (Earth-80219),Technopaths
Henry McCoy (Earth-807128),Technopaths
Henry McCoy (Earth-811),Technopaths
Henry McCoy (Earth-81727),Technopaths
Henry McCoy (Earth-8320),Technopaths
Henry McCoy (Earth-8545),Technopaths
Henry McCoy (Earth-8649),Technopaths
Henry McCoy (Earth-90227),Technopaths
Henry McCoy (Earth-9105),Technopaths
Henry McCoy (Earth-9670),Technopaths
Henry McCoy (Earth-9916),Technopaths
Henry McCoy (Earth-9997),Technopaths
Henry McCoy (X-Beast) (Earth-616),Technopaths
Hephaestus Aetnaeus (Earth-616),Technopaths
Hera (Earth-9602),Technopaths
Hercules (Demi-God) (Earth-616),Technopaths
Hercules (Earth-5692),Technopaths
Hermes Diaktoros (Earth-616),Technopaths
Herr Kleiser (Earth-1610),Technopaths
Hippolyta (Earth-616),Technopaths
Hiro-Kala (Earth-616),Technopaths
Hobgoblin (Secret War) (Earth-616),Technopaths
Hope Summers (Earth-616),Technopaths
Hope Summers (Earth-91119),Technopaths
Hudson Logan (Earth-982),Technopaths
Hui Lin (Earth-616),Technopaths
Hulk (Robert Bruce Banner),Technopaths
Hydra Prime 001 (Earth-616),Technopaths
Hydra (Olympian Beast) (Earth-616),Technopaths
Hyperion (Earth-12041),Technopaths
Ian Zola (Earth-616),Technopaths
Imhotep (Demon) (Earth-616),Technopaths
Inari (Earth-616),Technopaths
Inez Temple (Earth-616),Technopaths
Inhumans (Skrull) (Earth-616),Technopaths
Inner Demons (Earth-616),Technopaths
J'onn J'onzz (Earth-9602),Technopaths
Jack Dio (Earth-616),Technopaths
Jack Harrison (Earth-616),Technopaths
Jack Russell (Earth-616),Technopaths
Jack Russell (Earth-91119),Technopaths
Jack Taggart (Earth-199999),Technopaths
"Jacob Gavin, Jr. (Earth-616)",Technopaths
Jacqueline Falsworth (Earth-616),Technopaths
James Howlett (Earth-10005),Technopaths
James Howlett (Earth-1004),Technopaths
James Howlett (Earth-1005),Technopaths
James Howlett (Earth-1008),Technopaths
James Howlett (Earth-10245),Technopaths
James Howlett (Earth-1031),Technopaths
James Howlett (Earth-1033),Technopaths
James Howlett (Earth-1034),Technopaths
James Howlett (Earth-1081),Technopaths
James Howlett (Earth-12),Technopaths
James Howlett (Earth-12025),Technopaths
James Howlett (Earth-12131),Technopaths
James Howlett (Earth-1298),Technopaths
James Howlett (Earth-13133),Technopaths
James Howlett (Earth-1610),Technopaths
James Howlett (Earth-199406),Technopaths
James Howlett (Earth-2149),Technopaths
James Howlett (Earth-2182),Technopaths
James Howlett (Earth-21993),Technopaths
James Howlett (Earth-24133),Technopaths
James Howlett (Earth-295),Technopaths
James Howlett (Earth-33900),Technopaths
James Howlett (Earth-3470),Technopaths
James Howlett (Earth-34922),Technopaths
James Howlett (Earth-50701),Technopaths
James Howlett (Earth-5631),Technopaths
James Howlett (Earth-5700),Technopaths
James Howlett (Earth-58163),Technopaths
James Howlett (Earth-600123),Technopaths
James Howlett (Earth-616),Technopaths
James Howlett (Earth-6195),Technopaths
James Howlett (Earth-70105),Technopaths
James Howlett (Earth-807128),Technopaths
James Howlett (Earth-81156),Technopaths
James Howlett (Earth-8545),Technopaths
James Howlett (Earth-900),Technopaths
James Howlett (Earth-90411),Technopaths
James Howlett (Earth-90816),Technopaths
James Howlett (Earth-91119),Technopaths
James Howlett (Earth-94831),Technopaths
James Howlett (Earth-97193),Technopaths
James Howlett (Earth-97799),Technopaths
James Howlett (Earth-9811),Technopaths
James Howlett (Earth-98193),Technopaths
James Howlett (Earth-9997),Technopaths
James Howlett (Earth-BWXP),Technopaths
James Howlett (Earth-TRN064),Technopaths
James Howlett (Earth-TRN414),Technopaths
James Howlett (Earth-TRN416),Technopaths
James Howlett (Earth-TRN417),Technopaths
James Howlett (Earth-TRN517),Technopaths
James Howlett (Earth-TRN533),Technopaths
James Howlett (Mojoverse),Technopaths
James Howlett (Onslaught Reborn) (Earth-616),Technopaths
James Hudson Jr. (Earth-1610),Technopaths
James Madrox (Cortex) (Earth-616),Technopaths
Jarko Grimwood (Earth-26320),Technopaths
Jazinda Kl'rt-Spawn (Earth-616),Technopaths
Jennifer LeBeau (Earth-9602),Technopaths
Jennifer Walters (Earth-20051),Technopaths
Jennifer Walters (Earth-616),Technopaths
Jennifer Walters (Earth-91119),Technopaths
Jenny (Dead Girl) (Earth-616),Technopaths
Johann Schmidt (Earth-12041),Technopaths
Johann Shmidt (Earth-59662),Technopaths
John Eisenhart (Earth-928),Technopaths
John Falsworth (Earth-616),Technopaths
John Greycrow (Earth-161),Technopaths
John Greycrow (Earth-616),Technopaths
"John Howlett, Jr. (Earth-4011)",Technopaths
John Jonah Jameson III (Earth-616),Technopaths
John Jones (Earth-9602),Technopaths
Johnathon Blaze (Earth-616),Technopaths
Johnathon Blaze (Earth-91119),Technopaths
Jolen (Earth-616),Technopaths
Jonathan Garrett (Earth-616),Technopaths
Jonathan Hart (Earth-616),Technopaths
Jonathan Martin (Earth-93060),Technopaths
Jonathan Richards (Earth-967),Technopaths
Joshua Foley (Earth-616),Technopaths
Joshua Guthrie (Earth-616),Technopaths
Jubilation Lee (Earth-13729),Technopaths
Jubilation Lee (Earth-616),Technopaths
Julia Cornwall (Earth-616),Technopaths
Kallark (Earth-616),Technopaths
Karima Shapandar (Earth-616),Technopaths
Kendall Logan (Earth-9811),Technopaths
Kenji Uedo (Earth-11022),Technopaths
Kenji Uedo (Earth-616),Technopaths
Kevin Green (Earth-93060),Technopaths
Telekinetic Immunity,Telekinesis
Telekinetics Classifications,Telekinesis
Abigail Wright (Earth-TRN008),Telekinesis
Absolon Mercator (Earth-616),Telekinesis
Adahm (Earth-616),Telekinesis
Addison Falk (Earth-616),Telekinesis
Adriana Soria (Earth-616),Telekinesis
Agatha Harkness (Earth-616),Telekinesis
Aginar (Earth-616),Telekinesis
Aguja (Earth-616),Telekinesis
Ahmed (Tunnel Rats) (Earth-616),Telekinesis
Alpha (Mutant) (Earth-616),Telekinesis
Alphonsus Lefszycic (Earth-616),Telekinesis
Amanda Fallows (Earth-616),Telekinesis
Ananym (Earth-616),Telekinesis
Andre Mexer (Earth-616),Telekinesis
Anthony (Brain tumor) (Earth-1610),Telekinesis
Anthony Druid (Earth-2149),Telekinesis
Anthony Druid (Earth-616),Telekinesis
Apocalypse (Earth-1610),Telekinesis
Ariel (Earth-83036),Telekinesis
Armageddon (Earth-2182),Telekinesis
Aron (Earth-616),Telekinesis
Arthur Winslow (Earth-616),Telekinesis
Augustus Roman (Earth-BW08),Telekinesis
Azura (Earth-616),Telekinesis
Beatriz Grey (Earth-9602),Telekinesis
Bennet du Paris (Earth-295),Telekinesis
Bennet du Paris (Earth-58163),Telekinesis
Bennet du Paris (Earth-616),Telekinesis
Bennet du Paris (Earth-TRN533),Telekinesis
Beyonder (Earth-92131),Telekinesis
Black Abbott (Earth-616),Telekinesis
Black Swan (Earth-616),Telekinesis
Blackheart (Earth-616),Telekinesis
Brian DeWolff (Earth-616),Telekinesis
Calvin Rankin (Earth-11052),Telekinesis
Calvin Rankin (Earth-12),Telekinesis
Calvin Rankin (Earth-33629),Telekinesis
Calvin Rankin (Earth-616),Telekinesis
Calvin Rankin (Earth-956),Telekinesis
Candra (Earth-295),Telekinesis
Carlos Ayala (Earth-616),Telekinesis
Carlos Jimenez (Earth-93060),Telekinesis
Carmella Unuscione (Earth-11326),Telekinesis
Carter Ghazikhanian (Earth-616),Telekinesis
Cassandra Nova Xavier (Earth-616),Telekinesis
Cassandra Webb (Earth-92131),Telekinesis
Chad Channing (Earth-2992),Telekinesis
Changeling (Earth-616),Telekinesis
Charles Xavier (Earth-1610),Telekinesis
Charles Xavier (Earth-9602),Telekinesis
Chimera (Earth-TRN220),Telekinesis
Claudette and Nicole St. Croix (Earth-295),Telekinesis
Claudine Renko (Earth-616),Telekinesis
Clea (Earth-616),Telekinesis
Cloot (Earth-616),Telekinesis
Clyde Wyncham Jr. (Earth-1219),Telekinesis
Clyde Wyncham Jr. (Earth-807128),Telekinesis
Cosmo (Dog) (Earth-616),Telekinesis
Daimon Hellstrom (Earth-30847),Telekinesis
Daimon Hellstrom (Earth-616),Telekinesis
Dana Bradley (Earth-93060),Telekinesis
Danielle Forte (Earth-616),Telekinesis
David Haller (Earth-11052),Telekinesis
David Haller (Earth-11326),Telekinesis
David Haller (Earth-616),Telekinesis
David Haller (Earth-TRN533),Telekinesis
David Richards (Earth-2600),Telekinesis
David Xavier (Earth-1610),Telekinesis
Deborah Fields (Earth-616),Telekinesis
Dervish (Spikes) (Earth-616),Telekinesis
Doctor Sun (Earth-616),Telekinesis
Dormammu (Earth-616),Telekinesis
