id,title,issueNumber,issue_date,series_title,series_id,print_price
20232,"Doctor Strange, Sorcerer Supreme (1988) #68",68,1994-08-10T00:00:00-0400,"Doctor Strange, Sorcerer Supreme (1988 - 1996)",3741,1.95
43803,Deadpool (2012) #2 (Gurihiru Variant),2,2012-11-21T00:00:00-0500,Deadpool (2012 - Present),16542,2.99
13168,Fantastic Four (1961) #346,346,1991-01-10T00:00:00-0500,Fantastic Four (1961 - 1998),2121,0
9617,Iron Man (1968) #61,61,1973-08-10T00:00:00-0400,Iron Man (1968 - 1996),2029,0.2
22856,Adam: Legend of the Blue Marvel (2008) #2,2,2008-12-10T00:00:00-0500,Adam: Legend of the Blue Marvel (2008),6079,3.99
21226,Avengers: The Initiative (2007) #13,13,2008-05-21T00:00:00-0400,Avengers: The Initiative (2007 - 2010),1945,2.99
18396,What If? (1989) #89,89,1996-09-10T00:00:00-0400,What If? (1989 - 1998),3648,1.5
23603,Mighty Avengers (2007) #22,22,2009-02-25T00:00:00-0500,Mighty Avengers (2007 - 2010),1866,2.99
21854,Fantastic Four (1998) #551 (Art Adams Variant),551,2007-11-07T00:00:00-0500,Fantastic Four (1998 - 2012),421,2.99
4843,Spider-Man: Kravens Last Hunt Variant (Hardcover),0,2006-08-23T00:00:00-0400,Spider-Man: Kravens Last Hunt Variant (2006),1831,9.99
28117,X-Factor (2005) #200,200,2009-12-16T00:00:00-0500,X-Factor (2005 - Present),1035,4.99
34676,Thor: Worldengine (2010) (DM ONLY),0,2011-02-02T00:00:00-0500,Thor: Worldengine (2010 - Present),11981,19.99
28974,X-Men Vs. Agents of Atlas (2009) #1 (VARIANT),1,2009-10-07T00:00:00-0400,X-Men Vs. Agents of Atlas (2009 - 2010),9050,3.99
2446,Marvel Previews (2005) #26,26,2005-09-28T00:00:00-0400,Marvel Previews (2005 - 2007),666,0.99
6114,New Excalibur (2005) #18,18,2007-04-04T00:00:00-0400,New Excalibur (2005 - 2007),935,2.99
14620,"Peter Parker, the Spectacular Spider-Man (1976) #17",17,1978-04-10T00:00:00-0500,"Peter Parker, the Spectacular Spider-Man (1976 - 1998)",2271,0.35
17700,"Marvel Masterworks: The Silver Surfer Vol. 1 (Variant, 2nd Edition, 2nd (Hardcover)",0,2008-01-30T00:00:00-0500,"Marvel Masterworks: The Silver Surfer Vol. 1 (Variant, 2nd Edition, 2nd (2008)",3467,9.99
13448,Marvel Adventures Flip Magazine (2005) #25,25,2007-05-16T00:00:00-0400,Marvel Adventures Flip Magazine (2005 - 2007),927,4.99
41701,X-MEN: X-CLUB TPB (Trade Paperback),1,2012-06-20T00:00:00-0400,X-MEN: X-CLUB TPB (2011 - Present),15550,16.99
15215,Silver Surfer (1987) #76,76,1993-01-10T00:00:00-0500,Silver Surfer (1987 - 1998),2288,1.25
6521,Amazing Spider-Man (1963) #134,134,1974-07-10T00:00:00-0400,Amazing Spider-Man (1963 - 1998),1987,0.25
13092,Fantastic Four (1961) #278,278,1985-05-10T00:00:00-0400,Fantastic Four (1961 - 1998),2121,0.65
43091,Brilliant (2011) #8,8,2014-02-19T00:00:00-0500,Brilliant (2011 - Present),14803,3.95
17679,Marvel Adventures Spider-Man Vol. 8: Forces of Nature (Digest),0,2008-01-04T00:00:00-0500,Marvel Adventures Spider-Man Vol. 8: Forces of Nature (2008),3445,7.99
11977,Web of Spider-Man (1985) #102,102,1993-07-10T00:00:00-0400,Web of Spider-Man (1985 - 1995),2092,1.25
24027,Wolverine Weapon X (2009) #1,1,2009-04-08T00:00:00-0400,Wolverine Weapon X (2009 - 2010),7202,3.99
9106,Incredible Hulk (1962) #295,295,1984-05-10T00:00:00-0400,Incredible Hulk (1962 - 1999),2021,0.6
40381,"Carnage, U.S.a. (Trade Paperback)",0,2012-12-12T00:00:00-0500,"Carnage, U.S.a. (2011 - Present)",15003,19.99
19750,Marvel Spotlight (1971) #32,32,1977-02-10T00:00:00-0500,Marvel Spotlight (1971 - 1977),3717,0.3
9135,Incredible Hulk (1962) #324,324,1986-10-10T00:00:00-0400,Incredible Hulk (1962 - 1999),2021,0
16735,Marvel Mystery Comics (1939) #29,29,1942-03-10T00:00:00-0400,Marvel Mystery Comics (1939 - 1949),2981,0.1
1736,Gambit: House of Cards (Trade Paperback),0,2005-03-09T00:00:00-0500,Gambit: House of Cards (2005),1289,9.99
19887,Iron Man (1998) #16,16,1999-05-10T00:00:00-0400,Iron Man (1998 - 2004),2572,1.99
1076,Uncanny X-Men: Poptopia (Trade Paperback),0,1999-11-30T00:00:00-0500,Uncanny X-Men: Poptopia (1999),136,9.99
3928,Daughters of the Dragon (2006) #3,3,2006-03-22T00:00:00-0500,Daughters of the Dragon (2006),964,2.99
7021,Avengers (1963) #161,161,1977-07-10T00:00:00-0400,Avengers (1963 - 1996),1991,0.3
20101,Dr. Strange (1974) #22,22,1977-04-10T00:00:00-0500,Dr. Strange (1974 - 1988),3740,0.3
15851,Marvel Adventures the Avengers (2006) #14,14,2007-06-27T00:00:00-0400,Marvel Adventures the Avengers (2006 - 2009),1107,2.99
2222,New Thunderbolts (2004) #10,10,2005-07-13T00:00:00-0400,New Thunderbolts (2004 - 2006),788,2.99
41514,Ant-Man: Season One (Hardcover),1,2012-07-11T00:00:00-0400,Ant-Man: Season One (2011 - Present),15468,24.99
8954,Incredible Hulk (1962) #143,143,1971-09-10T00:00:00-0400,Incredible Hulk (1962 - 1999),2021,0.15
23540,Astonishing Tales: Wolverine/Punisher (2008) #4,4,2009-03-04T00:00:00-0500,Astonishing Tales: Wolverine/Punisher (2008 - 2009),6696,0
34445,Avengers Academy (2010) #2 (VARIANT),2,2010-07-14T00:00:00-0400,Avengers Academy (2010 - 2012),9086,2.99
18768,The Call of Duty: The Wagon (2002) #1,1,2002-10-01T00:00:00-0400,The Call of Duty: The Wagon (2002),3671,0
19713,Marvel Team-Up (1972) #89,89,1980-01-10T00:00:00-0500,Marvel Team-Up (1972 - 1985),3716,0.4
15899,Marvel Adventures the Avengers Vol. 3: Bizarre Adventures (Digest),0,2007-06-20T00:00:00-0400,Marvel Adventures the Avengers Vol. 3: Bizarre Adventures (2007),2428,6.99
39292,Criminal: The Last of the Innocent (2011) #4,4,2011-09-14T00:00:00-0400,Criminal: The Last of the Innocent (2011),14266,3.5
1504,Young Guns Sketchbook (2004),0,2004-12-01T00:00:00-0500,Young Guns Sketchbook (2004),856,3.99
20680,Marvel Zombies 2 (2007) #5,5,2008-02-27T00:00:00-0500,Marvel Zombies 2 (2007 - 2008),2844,2.99
5383,Spider-Girl Vol. 7: Betrayed (Digest),0,2006-11-01T00:00:00-0500,Spider-Girl Vol. 7: Betrayed (2006),1750,7.99
5893,X-Factor: Life and Death Matters Premiere (Hardcover),0,2007-01-24T00:00:00-0500,X-Factor: Life and Death Matters Premiere (2007),1852,9.99
7000,Avengers (1963) #142,142,1975-12-30T00:00:00-0500,Avengers (1963 - 1996),1991,0.25
13185,Fantastic Four (1961) #361,361,1992-02-01T00:00:00-0500,Fantastic Four (1961 - 1998),2121,0
204,X-Treme X-Men (2001) #43,43,2004-02-25T00:00:00-0500,X-Treme X-Men (2001 - 2004),646,2.99
28912,Spider-Man Noir: Eyes Without a Face (Hardcover),0,2010-06-03T00:00:00-0400,Spider-Man Noir: Eyes Without a Face (2010),9593,19.99
12628,Black Panther (1998) #58,58,2003-06-15T00:00:00-0400,Black Panther (1998 - 2003),2115,0
9178,Incredible Hulk (1962) #367,367,1990-03-10T00:00:00-0500,Incredible Hulk (1962 - 1999),2021,1
17905,West Coast Avengers (1985) #26,26,1987-11-10T00:00:00-0500,West Coast Avengers (1985 - 1989),3630,0.75
15773,Ultimate Marvel Team-Up (2001) #14,14,2002-05-01T00:00:00-0400,Ultimate Marvel Team-Up (2001 - 2002),2311,0
17793,Avengers West Coast (1985) #51,51,1989-11-20T00:00:00-0500,Avengers West Coast (1985 - 1994),3623,1
13105,Fantastic Four (1961) #29,29,1964-08-10T00:00:00-0400,Fantastic Four (1961 - 1998),2121,0.12
49669,Captain Marvel (2014) #1 (Young Variant),1,2014-03-12T00:00:00-0400,Captain Marvel (2014 - Present),18455,3.99
1836,Excalibur (2004) #12,12,2005-05-04T00:00:00-0400,Excalibur (2004 - 2005),740,2.99
20313,Defenders (1972) #145,145,1985-07-10T00:00:00-0400,Defenders (1972 - 1986),3743,0.7
27770,"Nick Fury, Agent of Shield (1968) #3",3,1968-08-10T00:00:00-0400,"Nick Fury, Agent of Shield (1968 - 1971)",8854,0.12
29945,X Necrosha: The Gathering One-Shot (2009) #1,1,2009-12-09T00:00:00-0500,X Necrosha: The Gathering One-Shot (2009),9177,3.99
13042,Fantastic Four (1961) #232,232,1981-07-10T00:00:00-0400,Fantastic Four (1961 - 1998),2121,0.5
31106,Avengers Posterbook (2013) #1,1,2011-01-12T00:00:00-0500,Avengers Posterbook (2013),9990,5.99
12771,Captain America (1998) #13,13,1999-01-10T00:00:00-0500,Captain America (1998 - 2002),1997,0
23616,Marvel Adventures Two-in-One (2007) #20,20,2009-02-18T00:00:00-0500,Marvel Adventures Two-in-One (2007 - 2009),2544,4.99
21252,Secret Invasion (2008) #2,2,2008-05-07T00:00:00-0400,Secret Invasion (2008),4423,3.99
12394,X-Treme X-Men: The Savage Land (2001) #1,1,2001-11-01T00:00:00-0500,X-Treme X-Men: The Savage Land (2001 - 2002),2107,0
37940,WOMEN OF MARVEL DIGITAL (2010) #5,5,2010-10-27T00:00:00-0400,WOMEN OF MARVEL DIGITAL (2010),13599,0
5666,Cable & Deadpool (2004) #35,35,2006-12-20T00:00:00-0500,Cable & Deadpool (2004 - 2008),693,2.99
5773,X-Men: Phoenix - Warsong (2006) #5,5,2007-02-07T00:00:00-0500,X-Men: Phoenix - Warsong (2006 - 2007),961,2.99
48961,Uncanny Avengers (2012) #12 (Castellani Lego Sketch Variant),12,2013-09-25T00:00:00-0400,Uncanny Avengers (2012 - Present),16414,3.99
3500,Marvel Milestones (2005) #11,11,2006-02-22T00:00:00-0500,Marvel Milestones (2005 - 2007),901,3.99
21297,Spider-Man: Brand New Day Vol. 1 Premiere (Hardcover),0,2008-05-21T00:00:00-0400,Spider-Man: Brand New Day Vol. 1 Premiere (2008),4921,9.99
45939,Cable and X-Force (2012) #3,3,2013-01-09T00:00:00-0500,Cable and X-Force (2012 - Present),16907,3.99
14294,X-Men (1991) #110,110,2001-03-01T00:00:00-0500,X-Men (1991 - 2001),2265,0
39753,Spider-Island: Avengers (2011) #1,1,2011-09-07T00:00:00-0400,Spider-Island: Avengers (2011),14698,2.99
784,Captain America & the Falcon (2004) #7,7,2004-09-01T00:00:00-0400,Captain America & the Falcon (2004 - 2005),716,2.99
47300,Iron Man Infinite Digital Comic (2013) #3,3,2013-10-22T00:00:00-0400,Iron Man Infinite Digital Comic (2013 - Present),17861,0
5375,Essential Man-Thing Vol. 1 (Trade Paperback),0,2006-11-29T00:00:00-0500,Essential Man-Thing Vol. 1 (2006),1741,9.99
6553,Amazing Spider-Man (1963) #163,163,1976-12-10T00:00:00-0500,Amazing Spider-Man (1963 - 1998),1987,0.3
2192,Runaways (2005) #6,6,2005-07-27T00:00:00-0400,Runaways (2005 - 2008),843,2.99
21111,Howard the Duck (1976) #23,23,1978-04-10T00:00:00-0500,Howard the Duck (1976 - 1979),4767,0.35
9189,Incredible Hulk (1962) #378,378,1991-02-10T00:00:00-0500,Incredible Hulk (1962 - 1999),2021,1
28675,2009/2010 Poster (2009) #154,154,2009-10-28T00:00:00-0400,2009/2010 Poster (2009 - Present),9107,8.99
10614,The Punisher: War Zone (1992) #24,24,1994-02-01T00:00:00-0500,The Punisher: War Zone (1992 - 1995),2065,0
18843,Spectacular Spider-Man (2003) #2,2,2003-09-15T00:00:00-0400,Spectacular Spider-Man (2003 - 2005),556,0
2063,Spider-Man Team-Up Vol. 1: A Little Help from My Friends (Digest),0,2005-06-15T00:00:00-0400,Spider-Man Team-Up Vol. 1: A Little Help from My Friends (2005),1366,7.99
26744,Thor: Tales of Asgard by Stan Lee & Jack Kirby (2009) #2,2,2009-06-10T00:00:00-0400,Thor: Tales of Asgard by Stan Lee & Jack Kirby (2009),7432,3.99
47091,Fantomex Max (2013) #3,3,2013-12-04T00:00:00-0500,Fantomex Max (2013 - Present),17724,3.99
592,District X (2004) #3,3,2004-07-14T00:00:00-0400,District X (2004 - 2005),733,2.99
21793,Hulk Chronicles: Wwh (2008) #2,2,2008-08-13T00:00:00-0400,Hulk Chronicles: Wwh (2008),5210,4.99
23463,Quasar (1999) #60,60,1994-07-10T00:00:00-0400,Quasar (1999 - 1994),6682,1.25
27986,Marvel Universe Vs. the Punisher (2010) #1,1,2010-08-04T00:00:00-0400,Marvel Universe Vs. the Punisher (2010),8954,3.99
10609,The Punisher: War Zone (1992) #2,2,1969-12-31T19:00:00-0500,The Punisher: War Zone (1992 - 1995),2065,0
21580,Foolkiller: Short Time (2008) #1,1,2008-07-16T00:00:00-0400,Foolkiller: Short Time (2008),5197,3.99
20932,Iron Man Vs. Doctor Doom: Doomquest Premiere (Hardcover),0,2008-03-26T00:00:00-0400,Iron Man Vs. Doctor Doom: Doomquest Premiere (2008),4045,9.99
47035,Avx: Consequences (2012) #4 (2nd Printing Variant),4,2012-12-05T00:00:00-0500,Avx: Consequences (2012),16510,3.99
50275,Avengers (2012) #24 (Deodato Acx 1 Variant),24,2013-12-25T00:00:00-0500,Avengers (2012 - Present),16452,4.99
17177,Punisher (2001) #23,23,-0001-11-30T00:00:00-0500,Punisher (2001 - 2003),436,0
26962,Uncanny X-Men (1963) #507 (PLANET COMICS GOLDEN VARIANT),507,2009-03-18T00:00:00-0400,Uncanny X-Men (1963 - 2011),2258,2.99
17728,Amazing Adventures (1961) #4,4,1961-09-10T00:00:00-0400,Amazing Adventures (1961),3617,0.1
29414,Ms. Marvel Vol. 9: Best You Can Be (Hardcover),0,2010-04-28T00:00:00-0400,Ms. Marvel Vol. 9: Best You Can Be (2010),9526,19.99
985,Inhumans Vol. I (Trade Paperback),0,1999-11-30T00:00:00-0500,Inhumans Vol. I (1999),47,9.99
3950,Sentinel Squad O*N*E (2006) #3,3,2006-03-08T00:00:00-0500,Sentinel Squad O*N*E (2006),990,2.99
5228,Union Jack (2006) #2,2,2006-10-18T00:00:00-0400,Union Jack (2006),1073,2.99
39392,Fantastic Four: The Overthrow of Doom (Hardcover),1,2011-09-14T00:00:00-0400,Fantastic Four: The Overthrow of Doom (2011 - Present),14347,29.99
22525,Avengers/Invaders (2008) #6 (COIPEL VARIANT),6,2008-11-19T00:00:00-0500,Avengers/Invaders (2008 - 2009),4864,2.99
21364,Dark Tower: The Long Road Home (2008) #4 (GARNEY VARIANT),4,2008-06-04T00:00:00-0400,Dark Tower: The Long Road Home (2008),3932,3.99
36643,Generation Hope (2010) #7,7,2011-05-18T00:00:00-0400,Generation Hope (2010 - 2012),9895,2.99
25675,Marvel Adventures Spider-Man (2005) #53,53,2009-07-22T00:00:00-0400,Marvel Adventures Spider-Man (2005 - 2010),866,2.99
9604,Iron Man (1968) #5,5,1968-09-10T00:00:00-0400,Iron Man (1968 - 1996),2029,0.12
4214,Avengers and Power Pack Assemble! (2006) #2,2,2006-05-24T00:00:00-0400,Avengers and Power Pack Assemble! (2006),1046,2.99
26472,Spider-Man: The Short Halloween (Hardcover),0,2009-10-28T00:00:00-0400,Spider-Man: The Short Halloween (2009 - Present),8328,19.99
30090,Age of Heroes (2010) #1,1,2010-05-19T00:00:00-0400,Age of Heroes (2010),9790,3.99
17802,Avengers West Coast (1985) #60,60,1990-07-10T00:00:00-0400,Avengers West Coast (1985 - 1994),3623,1
27237,Wolverine: Wendigo! (2010) #1,1,2010-01-27T00:00:00-0500,Wolverine: Wendigo! (2010),8658,3.99
9258,Incredible Hulk (1962) #447,447,1996-11-10T00:00:00-0500,Incredible Hulk (1962 - 1999),2021,1.95
40549,Journey Into Mystery (2011) #643,643,2012-09-12T00:00:00-0400,Journey Into Mystery (2011 - Present),14764,2.99
23874,Franklin Richards: Not-so-Secret Invasion (Digest),0,2009-03-11T00:00:00-0400,Franklin Richards: Not-so-Secret Invasion (2009 - Present),7038,9.99
9405,Iron Man (1968) #17,17,1969-09-10T00:00:00-0400,Iron Man (1968 - 1996),2029,0.15
25345,Hercules: Prince of Power (Hardcover),0,2009-09-16T00:00:00-0400,Hercules: Prince of Power (2009 - Present),7851,29.99
2211,Fantastic Four: Unstable Molecules (Trade Paperback),0,2005-07-20T00:00:00-0400,Fantastic Four: Unstable Molecules (2005),1181,9.99
27255,X-Force (2008) #17,17,2009-07-22T00:00:00-0400,X-Force (2008 - 2010),3839,2.99
30107,Iron Man Legacy (2010) #5,5,2010-08-04T00:00:00-0400,Iron Man Legacy (2010 - 2011),9347,2.99
713,She-Hulk (2004) #4,4,2004-06-16T00:00:00-0400,She-Hulk (2004 - 2005),731,2.99
17481,Ultimates Vol. 1: Super-Human (0000),0,-0001-11-30T00:00:00-0500,Ultimates Vol. 1: Super-Human (0000 - Present),3313,0
50056,The Punisher (2014) #3 (Maleev Variant),3,2014-03-05T00:00:00-0500,The Punisher (2014 - Present),18572,3.99
8095,Daredevil (1963) #119,119,1975-03-10T00:00:00-0400,Daredevil (1963 - 1998),2002,0.25
30235,Wolverine (2010) #9,9,2011-05-25T00:00:00-0400,Wolverine (2010 - 2012),9962,3.99
6633,Amazing Spider-Man (1963) #235,235,1982-12-10T00:00:00-0500,Amazing Spider-Man (1963 - 1998),1987,0.6
29046,War of Kings (Hardcover),0,2009-11-18T00:00:00-0500,War of Kings (2009 - Present),9093,39.99
46754,Wolverine: The Adamantium Collection (Hardcover),0,2013-06-05T00:00:00-0400,Wolverine: The Adamantium Collection (2013),17627,200
40791,Wolverine: Rot Premiere HC (Hardcover),1,2012-09-12T00:00:00-0400,Wolverine: Rot Premiere HC (2011 - Present),15077,24.99
20868,Amazing Spider-Girl (2006) #18,18,2008-03-12T00:00:00-0400,Amazing Spider-Girl (2006 - 2009),1126,2.99
21027,Dead of Night Featuring Man-Thing (2008) #3,3,2008-04-09T00:00:00-0400,Dead of Night Featuring Man-Thing (2008),3836,3.99
16151,Amazing Spider-Girl (2006) #11,11,2007-08-08T00:00:00-0400,Amazing Spider-Girl (2006 - 2009),1126,2.99
20681,"Anita Blake, Vampire Hunter: Guilty Pleasures (2006) #8 (Booth Variant)",8,2008-02-06T00:00:00-0500,"Anita Blake, Vampire Hunter: Guilty Pleasures (2006 - 2008)",1152,2.99
31492,Tales of the Dragon Guard (2010) #1,1,2010-02-24T00:00:00-0500,Tales of the Dragon Guard (2010),9264,5.99
9918,Love Romances (1949) #23,23,-0001-11-30T00:00:00-0500,Love Romances (1949 - 1961),2034,0
5118,Marvel Heroes Flip Magazine (2005) #16,16,2006-09-06T00:00:00-0400,Marvel Heroes Flip Magazine (2005 - 2007),930,4.99
20192,"Doctor Strange, Sorcerer Supreme (1988) #31",31,1991-07-10T00:00:00-0400,"Doctor Strange, Sorcerer Supreme (1988 - 1996)",3741,1.5
24204,The Stand: American Nightmares (2009) #3 (PERKINS VARIANT),3,2009-05-28T00:00:00-0400,The Stand: American Nightmares (2009),6962,3.99
33548,Fantastic Four (1998) #575 (2ND PRINTING VARIANT),575,2010-03-10T00:00:00-0500,Fantastic Four (1998 - 2012),421,2.99
49600,Inhumanity (2013) #1 (Bradshaw Variant),1,2013-12-04T00:00:00-0500,Inhumanity (2013 - Present),18687,3.99
30402,Doctor Voodoo: Avenger of the Supernatural (2009) #5,5,2010-02-17T00:00:00-0500,Doctor Voodoo: Avenger of the Supernatural (2009 - 2010),9008,2.99
5133,Blade (2006) #1,1,2006-09-20T00:00:00-0400,Blade (2006 - 2007),1123,2.99
3028,X-Men (2004) #178,178,2005-11-30T00:00:00-0500,X-Men (2004 - 2007),403,2.5
42234,The Avengers Omnibus (Hardcover),1,2012-02-15T00:00:00-0500,The Avengers Omnibus (2011 - Present),15750,99.99
7475,Cable (1993) #94,94,2001-08-01T00:00:00-0400,Cable (1993 - 2002),1995,0
13532,Essential Fantastic Four Vol. 6 (Trade Paperback),0,2007-05-09T00:00:00-0400,Essential Fantastic Four Vol. 6 (2007),2249,9.99
3071,Captain Universe (2005) #4,4,2005-11-23T00:00:00-0500,Captain Universe (2005),939,2.99
41824,Wolverine: (Issues 313-317) (Trade Paperback),0,2013-04-10T00:00:00-0400,Wolverine: (Issues 313-317) (2011 - Present),15600,14.99
30531,Spider-Man/Fantastic Four (2010) #3,3,2010-09-15T00:00:00-0400,Spider-Man/Fantastic Four (2010),9939,3.99
8790,Ghost Rider (1973) #79,79,1983-04-10T00:00:00-0500,Ghost Rider (1973 - 1983),2013,0.6
34598,Red Skull (2010) #1,1,2011-07-06T00:00:00-0400,Red Skull (2010 - 2011),11925,2.99
24169,X-Force (2008) #15 (ANDREWS COVER),15,2009-05-28T00:00:00-0400,X-Force (2008 - 2010),3839,2.99
16221,Essential Dazzler Vol. 1 (Trade Paperback),0,2007-08-08T00:00:00-0400,Essential Dazzler Vol. 1 (2007),2714,9.99
28745,Amazing Spider-Man Digital (2009) #3,3,2009-12-09T00:00:00-0500,Amazing Spider-Man Digital (2009 - 2010),9071,0
12469,Uncanny X-Men (1963) #22,22,1966-07-10T00:00:00-0400,Uncanny X-Men (1963 - 2011),2258,0.12
27641,Dark X-Men: The Beginning (2009) #1,1,2009-07-08T00:00:00-0400,Dark X-Men: The Beginning (2009),8840,3.99
15315,Thunderbolts (1997) #13,13,1998-04-10T00:00:00-0400,Thunderbolts (1997 - 2003),2296,1.99
2084,G.L.a. (2005) #3,3,2005-06-15T00:00:00-0400,G.L.a. (2005),823,2.99
14088,Wolverine (1988) #146,146,2000-01-10T00:00:00-0500,Wolverine (1988 - 2003),2262,0
372,Captain Marvel (2000) #16,16,2003-11-19T00:00:00-0500,Captain Marvel (2000 - 2004),690,2.99
14594,"Peter Parker, the Spectacular Spider-Man (1976) #146",146,1989-01-10T00:00:00-0500,"Peter Parker, the Spectacular Spider-Man (1976 - 1998)",2271,1
22619,Fantastic Four: World's Greatest Premiere (Hardcover),0,2008-12-31T00:00:00-0500,Fantastic Four: World's Greatest Premiere (2008 - Present),6251,24.99
25886,Marvel Spotlight (2005) #45,45,2009-10-07T00:00:00-0400,Marvel Spotlight (2005 - 2011),1012,2.99
21774,Secret Invasion: Inhumans (2008) #1,1,2008-08-13T00:00:00-0400,Secret Invasion: Inhumans (2008 - 2009),5352,2.99
16059,Marvel Knights (2000) #13,13,2001-07-01T00:00:00-0400,Marvel Knights (2000 - 2001),2576,0
23031,Official Handbook of the Marvel Universe a to Z Vol. 6 Premiere (Hardcover),0,2008-12-24T00:00:00-0500,Official Handbook of the Marvel Universe a to Z Vol. 6 Premiere (2008 - Present),6447,24.99
150,Ultimate Spider-Man (2000) #48,48,2003-12-03T00:00:00-0500,Ultimate Spider-Man (2000 - 2009),466,2.25
8288,Daredevil (1963) #293,293,1991-06-10T00:00:00-0400,Daredevil (1963 - 1998),2002,1
17837,Avengers West Coast (1985) #95,95,1993-06-10T00:00:00-0400,Avengers West Coast (1985 - 1994),3623,1.25
47050,MARVEL UNIVERSE AVENGERS EARTH'S MIGHTIEST HEROES (2012) #17,17,2013-08-07T00:00:00-0400,MARVEL UNIVERSE AVENGERS EARTH'S MIGHTIEST HEROES (2012),17477,2.99
6658,Amazing Spider-Man (1963) #258,258,1984-11-10T00:00:00-0500,Amazing Spider-Man (1963 - 1998),1987,0.6
22234,Punisher War Journal (1988) #75,75,1995-02-10T00:00:00-0500,Punisher War Journal (1988 - 1995),5860,2.5
841,Venom Vs. Carnage (2004) #3,3,2004-09-22T00:00:00-0400,Venom Vs. Carnage (2004),780,2.99
12566,All-Winners Comics (1941) #2,2,1941-10-10T00:00:00-0500,All-Winners Comics (1941 - 1947),2114,0.1
46473,Superior Spider-Man (2013) #3 (Bianchi Variant),3,2013-02-06T00:00:00-0500,Superior Spider-Man (2013 - Present),17554,3.99
30612,Ultimate Comics X (2010) #5,5,2011-06-29T00:00:00-0400,Ultimate Comics X (2010 - 2011),8512,3.99
13844,Uncanny X-Men (1963) #303,303,1993-08-10T00:00:00-0400,Uncanny X-Men (1963 - 2011),2258,1.25
265,Venom (2003) #9,9,2003-12-10T00:00:00-0500,Venom (2003 - 2004),433,2.25
27459,New Avengers: The Reunion (2009) #1 (LOPEZ 2ND PRINTING VARIANT),1,2009-04-08T00:00:00-0400,New Avengers: The Reunion (2009),6988,3.99
19506,Marvel Two-in-One (1974) #37,37,1978-03-10T00:00:00-0500,Marvel Two-in-One (1974 - 1983),3715,0.35
6645,Amazing Spider-Man (1963) #246,246,1983-11-10T00:00:00-0500,Amazing Spider-Man (1963 - 1998),1987,0.6
16206,Iron Man: Director of S.H.I.E.L.D (Trade Paperback),0,2007-08-15T00:00:00-0400,Iron Man: Director of S.H.I.E.L.D (2007),2699,9.99
49560,Black Widow (2014) #1 (Campbell Variant),1,2014-01-08T00:00:00-0500,Black Widow (2014 - Present),18138,3.99
27363,X-Men: The End Trilogy (Trade Paperback),0,2009-06-10T00:00:00-0400,X-Men: The End Trilogy (2009 - Present),8713,34.99
4112,Moon Knight 1 (Book Market (2006) #1,1,2006-04-05T00:00:00-0400,Moon Knight 1 (Book Market (2006),948,2.99
10739,Sgt. Fury and His Howling Commandos (1963) #77,77,1970-04-10T00:00:00-0500,Sgt. Fury and His Howling Commandos (1963 - 1974),2067,0
1035,Avengers/Defenders War (Trade Paperback),0,1999-11-30T00:00:00-0500,Avengers/Defenders War (1999),95,9.99
4289,Last Planet Standing (2006) #4,4,2006-06-21T00:00:00-0400,Last Planet Standing (2006),991,2.99
28855,Invincible Iron Man (2008) #15 (2ND PRINTING VARIANT),15,2009-08-05T00:00:00-0400,Invincible Iron Man (2008 - 2012),4889,2.99
9596,Iron Man (1968) #42,42,1971-10-10T00:00:00-0400,Iron Man (1968 - 1996),2029,0.15
19812,Marvel Fanfare (1982) #37,37,1988-04-10T00:00:00-0400,Marvel Fanfare (1982 - 1992),3719,1.5
32938,Siege: Young Avengers (2010) #1,1,2010-04-14T00:00:00-0400,Siege: Young Avengers (2010),9765,2.99
25710,Marvel Adventures Thor & the Avengers Digest (Digest),0,2009-09-23T00:00:00-0400,Marvel Adventures Thor & the Avengers Digest (2009 - Present),7973,9.99
38601,Deadpool Team-Up (2010) #883 (YOUNG VARIANT),883,2011-03-30T00:00:00-0400,Deadpool Team-Up (2010 - 2011),11518,2.99
21286,Amazing Spider-Girl Vol. 3: Mind Games (Trade Paperback),0,2008-05-14T00:00:00-0400,Amazing Spider-Girl Vol. 3: Mind Games (2008),4910,9.99
39949,Fear Itself: The Fearless (2011) #10,10,2012-03-07T00:00:00-0500,Fear Itself: The Fearless (2011 - 2012),14804,2.99
37022,Captain America (2004) #612 (TRON VARIANT),612,2010-11-24T00:00:00-0500,Captain America (2004 - 2011),832,3.99
17273,Sub-Mariner (2007) #6,6,2007-11-29T00:00:00-0500,Sub-Mariner (2007 - 2008),2415,2.99
19865,Iron Man Annual (1976) #14,14,1993-01-10T00:00:00-0500,Iron Man Annual (1976 - 1994),3723,0
36481,Avengers Academy (2010) #16,16,2011-07-20T00:00:00-0400,Avengers Academy (2010 - 2012),9086,2.99
12988,Fantastic Four (1961) #184,184,1977-07-10T00:00:00-0400,Fantastic Four (1961 - 1998),2121,0.3
2189,4 Vol. 3: Divine Time (Trade Paperback),0,2005-07-13T00:00:00-0400,4 Vol. 3: Divine Time (2005),1423,9.99
1498,What If? Classic Vol. 1 (Trade Paperback),0,2004-12-15T00:00:00-0500,What If? Classic Vol. 1 (2004),1442,9.99
24836,Dark Reign: Fantastic Four (Trade Paperback),0,2009-10-07T00:00:00-0400,Dark Reign: Fantastic Four (2009 - Present),7687,16.99
